,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
13,Jing Cui Xian Zun,20,Finished Airing,Martial Arts,Unknown,"Action,Adventure,Fantasy,",ONA,1,#14719,#17014,N/A,543,"At the beginning of chaos, the world was divided into three realms: the realm of deities, the realm of men, and the realm of demons. The realm of deities sent a spirit seed down into the world to help the common people. But the spirit seed continuously absorbed the evil of the world and cruelly harmed living things. In the end, Sen Luo, the king of the deities, sacrificed himself and sealed it. However, because of it, the Shangqing Xianmen, where the realm of deities is located, gradually waned and was lost in history. A thousand years later, the ruins of Shangqing Xianmen started to appear in succession. All major sects fought their hardest for possession of the treasures in the ruins.

(Source: Narul Donghua)","Jan 18, 2022 to Mar 19, 2022",10 min. per ep.,Unknown,Soyep
14,Jing Cui Xian Zun Part 2,20,Finished Airing,Martial Arts,Unknown,"Action,Adventure,Fantasy,",ONA,0,#17482,#17015,N/A,289,Second half of Jing Cui Xian Zun.,"Nov 2, 2022 to ?",10 min. per ep.,Unknown,Soyep
15,Jing Hua Yuan,4,Finished Airing,Unknown,Kids,Unknown,TV,0,#21372,#17016,N/A,76,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1991,20 min. per ep.,?,Shanghai Animation Film Studio
16,Jing Jing Lai Le Dao,4,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#22053,#17017,N/A,64,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 6, 2019 to Aug 27, 2019",2 min. per ep.,Unknown,Painting Dream
17,Jing Jing Lai Le Dao 2nd Season,6,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#21703,#17018,N/A,70,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Nov 5, 2019 to Dec 10, 2019",2 min. per ep.,Unknown,Painting Dream
18,Jing Ling Qi Yuan,1,Finished Airing,Unknown,Unknown,"Fantasy,Sci-Fi,",ONA,0,#21475,#17019,N/A,74,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019,21 min.,Unknown,"None found, add some"
19,Jing Ma Zhanshi,130,Finished Airing,Unknown,Kids,"Action,Adventure,",TV,0,#20708,#17020,N/A,99,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 26, 2010 to ?",13 min. per ep.,?,"None found, add some"
20,Jing Wei Tian Hai,10,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24061,#17021,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Sep 26, 2007 to ?",11 min. per ep.,?,"None found, add some"
21,Jing Xi Meng Bao,26,Finished Airing,Unknown,Kids,"Comedy,",TV,0,#22757,#17022,N/A,53,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2018 to ?,5 min. per ep.,?,"None found, add some"
22,Jingang Shanmao Xia,52,Finished Airing,Anthropomorphic,Kids,"Fantasy,Sci-Fi,",ONA,0,#23860,#17023,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2018 to ?,13 min. per ep.,Unknown,"None found, add some"
23,Jingbao Zhanshi,130,Finished Airing,Unknown,Kids,Unknown,TV,0,#22717,#17024,N/A,54,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Sep 30, 2008 to ?",22 min. per ep.,?,"None found, add some"
24,Jingche Lianmeng,1,Finished Airing,Anthropomorphic,Kids,"Adventure,Fantasy,",Movie,0,#22306,#17025,N/A,60,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 30, 2018",1 hr. 28 min.,Unknown,"None found, add some"
25,Jingche Xiao Zhi,16,Finished Airing,Unknown,Kids,Unknown,ONA,0,#21118,#17026,N/A,82,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2020,3 min. per ep.,Unknown,"None found, add some"
26,Jingi,2,Finished Airing,Unknown,Unknown,"Adventure,Drama,",OVA,0,#15240,#17027,N/A,477,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 4, 1991 to Apr 8, 1992",49 min. per ep.,Unknown,J.C.Staff
27,Jingisukan no Jin-kun,10,Finished Airing,Unknown,Unknown,"Comedy,",ONA,1,#17880,#17028,N/A,265,"The main character is a little sheep-looking mascot from Hokkaido. It is gluttonous, yet calm.","Sep 6, 2017 to Nov 8, 2017",3 min. per ep.,Unknown,"None found, add some"
28,Jingji Xueyuan,52,Finished Airing,Unknown,Kids,Unknown,TV,0,#23535,#17029,N/A,44,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,May 2011 to ?,14 min. per ep.,?,"None found, add some"
29,Jingju Mao,60,Finished Airing,Unknown,Kids,"Action,Adventure,Comedy,Fantasy,",TV,0,#19114,#17030,N/A,192,"Jing-Ju Cats is a series filled with comedy, magic and Kung-Fu, set in the fictional cat kingdom of Purpetua. Once known as a cat's paradise, it is now a chaotic monster-infested land where evil reigns supreme. The Dark Lord An, with his mutant monster cats, has taken over. Join the mythical Jing-Ju Cats, led by Lil' Pai, as they set out to defeat the Dark Lord and reclaim their homeland.

(Source: Amazon)","Dec 28, 2015 to ?",16 min. per ep.,?,Dazzling Star
30,Jingju Mao Zhi Cheng Feng Polang,52,Finished Airing,Martial Arts,Kids,"Action,Adventure,Comedy,Fantasy,",TV,3,#18249,#17031,N/A,243,Third season of Jingju Mao.,"Jul 9, 2018 to Aug 13, 2018",12 min. per ep.,Summer 2018,Dazzling Star
31,Jingju Mao Zhi Jiaota Shidi,26,Finished Airing,Unknown,Kids,"Action,Adventure,Comedy,Fantasy,",ONA,1,#19134,#17032,N/A,191,Fourth season of Jingju Mao.,"Mar 24, 2020 to Mar 29, 2020",11 min. per ep.,Unknown,"None found, add some"
32,Jingju Mao Zhi Xinnian de Maoxian,52,Finished Airing,Unknown,Kids,"Action,Adventure,Comedy,Fantasy,",TV,0,#19115,#17033,N/A,192,Second season of Jingju Mao.,"Jul 10, 2017 to Aug 14, 2017",12 min. per ep.,Summer 2017,Dazzling Star
33,Jingling Ai Ya Jiangtang,20,Finished Airing,Unknown,Kids,Unknown,ONA,0,#24704,#17034,N/A,35,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,3 min. per ep.,Unknown,"None found, add some"
34,Jingling Ai Ya Jiangtang: Kouqiang Jiankang Zhishi,20,Finished Airing,Unknown,Kids,Unknown,ONA,0,#24671,#17035,N/A,36,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,4 min. per ep.,Unknown,"None found, add some"
35,Jingling Ku Xiao Bei,18,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#24329,#17036,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Mar 6, 2009 to ?",23 min. per ep.,?,"None found, add some"
36,Jingling Luobo Wa,26,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#24272,#17037,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2011 to ?,13 min. per ep.,?,"None found, add some"
37,Jingling Meng Ye Luoli,234,Finished Airing,Unknown,Unknown,"Fantasy,",TV,0,#22963,#17038,N/A,51,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jun 6, 2013 to ?",22 min. per ep.,?,"None found, add some"
38,Jingling Nuhai Xiao Zhuoma,1,Finished Airing,Anthropomorphic,Kids,"Fantasy,",Movie,0,#21533,#17039,N/A,73,"The story takes place in the beautiful Tibet. In order to protect the Tibetan antelope on the Qinghai-Tibet Plateau, little Zhuoma and her companions fight against the female evil spirited spider, the green gecko, the red bat and the bad guys.

(Source: AniDB)","May 27, 2009",1 hr. 25 min.,Unknown,Shanghai Animation Film Studio
39,Jingling Shiji,52,Finished Airing,Unknown,Unknown,"Adventure,Fantasy,",TV,0,#22964,#17040,N/A,51,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 15, 2006 to ?",12 min. per ep.,?,"None found, add some"
40,Jingquan Jiuhu Dui,4,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#22395,#17041,N/A,58,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1993,20 min. per ep.,?,Shanghai Animation Film Studio
41,Jinguizi,1,Finished Airing,Unknown,Kids,"Adventure,",Movie,2,#20863,#17042,N/A,92,"On a quest for insect paradise, a courageous ladybug scales new heights for bug-kind, riding on a jet plane, and descaling a giant lizard.

(Source: Letterboxd)","Feb 2, 2018",1 hr. 15 min.,Unknown,"None found, add some"
42,Jingwei Ma Ling Shu,81,Finished Airing,Unknown,Kids,Unknown,ONA,0,#24273,#17043,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,6 min. per ep.,Unknown,"None found, add some"
43,Jingying Xiaozi,26,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24062,#17044,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2008 to ?,12 min. per ep.,?,"None found, add some"
44,Jingzhong Baoguo,1,Finished Airing,Military,Unknown,"Fantasy,",ONA,1,#20263,#17045,N/A,126,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Sep 3, 2020",18 min.,Unknown,"None found, add some"
45,Jinji de Ji Jia: Sheng Jie Fei Tuo,40,Finished Airing,Mecha,Kids,"Action,",TV,0,#23284,#17046,N/A,47,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Nov 7, 2015 to ?",22 min. per ep.,?,"None found, add some"
46,Jinpai Bang Bang Bang,50,Finished Airing,Workplace,Unknown,"Comedy,",TV,0,#23666,#17047,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2016 to ?,10 min. per ep.,?,"None found, add some"
47,Jinpai Bang Bang Bang: Ai Yu Mengxiang,26,Finished Airing,Unknown,Unknown,"Comedy,",TV,0,#24274,#17048,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2018 to ?,10 min. per ep.,?,"None found, add some"
48,Jinpai Bang Bang Bang: Jia Yu Xiwang,26,Finished Airing,Unknown,Unknown,"Comedy,",TV,0,#24330,#17049,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2018 to ?,10 min. per ep.,?,"None found, add some"
49,Jinryoku Senkan!? Shiokaze Sawakaze,3,Finished Airing,Unknown,Unknown,"Sci-Fi,",ONA,3,#13547,#17050,N/A,780,"The series plays out in the Onahama district in Iwaki, in the Fukushima prefecture's coastal region. 

It follows the personifications of two WW2 japanese warships, Shiokaze and Sawakaze, who worked as breakwaters in Onahama Port. In this fictional story, the 2011 earthquake pierces a worm hole in the spacetime continuum, starting an invasion from another dimension.","May 2, 2017 to Nov 10, 2018",16 min. per ep.,Unknown,Gaina
50,Jinsihou Shenyou Shuxiang Wangguo,108,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#23861,#17051,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Feb 2008 to ?,10 min. per ep.,?,"None found, add some"
51,Jintai no Survival!,1,Finished Airing,Unknown,Shounen,"Action,Comedy,",Movie,0,#14784,#17052,N/A,533,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 31, 2020",46 min.,Unknown,"Toei Animation,       Gallop"
52,Jintian Kaishi Shanyao Dengchang,15,Finished Airing,Unknown,Unknown,"Comedy,",ONA,4,#13611,#17053,N/A,767,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Mar 30, 2023 to Jun 22, 2023",21 min. per ep.,Unknown,"None found, add some"
53,Jintian Mingtian,1,Finished Airing,Unknown,Kids,"Adventure,",Movie,0,#21534,#17054,N/A,73,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 11, 2012",1 hr. 31 min.,Unknown,"None found, add some"
54,Jintian Shao Zhu Bu Zaijia,7,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#23092,#17055,N/A,49,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 17, 2022 to Jan 28, 2023",6 min. per ep.,Unknown,"None found, add some"
55,Jinxing Ren Aiqing Gushi,1,Finished Airing,Unknown,Unknown,"Comedy,ve,",Movie,0,#20438,#17056,N/A,117,"Hsiao-Hsia, a girl in the fifth grade, pretends to be the ""Venusian"" with her closest friends in the summer vacation, and they are planning pranks on the adults who facing the problems in their relationship.

(Source: IMDB)","Feb 24, 2019",20 min.,Unknown,"None found, add some"
56,Jinxiu Shenzhou: Qi You Ji,26,Finished Airing,Unknown,Unknown,"Adventure,Fantasy,",TV,1,#14673,#17057,N/A,552,"According to legends, there are seven ancient artifacts that hold infinite power. An evil force desires to possess them as their own to achieve their hidden plot. Pan Zheng grew up in a village filled with Descendants of Deities, who practice martial arts and worship Zhuque of the South.

In the unseen world of deities, soon they were involved in a conflict over ancient artifacts. Under the guidance of the Zhuque, in order to fight back against the evil forces, Pan Zheng passes through millennium of years to the present and made many friends. To seek out the ancient artifacts, they set off to travel across Shenzhou (an old name for China, the Divine Land).

(Source: 5Water via Ancientchinese.net)","Nov 18, 2013 to 2014",13 min. per ep.,?,"None found, add some"
57,Jinxiu Shenzhou: Xingshi Wangguo,26,Finished Airing,Unknown,Unknown,"Adventure,Fantasy,",TV,0,#20904,#17058,N/A,90,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Nov 29, 2014 to ?",13 min. per ep.,?,"None found, add some"
58,Jinyu,1,Finished Airing,Unknown,Unknown,"Action,ning,Drama,",Movie,0,#20381,#17059,N/A,119,"A boy with a special talent discovers that he may never grow up. Those with power are devouring dreams so everyone else is destined to serve. Can he break the rules and free the people or will they still blindly follow?

(Source: Activator Co.)",2018,17 min.,Unknown,"None found, add some"
59,Jiong Le Hui,42,Finished Airing,Unknown,Kids,Unknown,TV,0,#24275,#17060,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,6 min. per ep.,?,"None found, add some"
60,Jiqiren Dou Dou: Dou Dou Rizhi Lu,54,Finished Airing,Unknown,Kids,Unknown,TV,0,#24331,#17061,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,12 min. per ep.,?,"None found, add some"
61,Jiqiren Dou Dou: Dou Dou Tongnian Zhi,54,Finished Airing,Unknown,Kids,Unknown,TV,0,#24332,#17062,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,11 min. per ep.,?,"None found, add some"
62,Jiqiren Dou Dou: Dou Dou Xhengzhang Ji,54,Finished Airing,Unknown,Kids,Unknown,TV,0,#24333,#17063,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,11 min. per ep.,?,"None found, add some"
63,Jiqiren Dou Dou: Huanle Dou Dou Ji,54,Finished Airing,Unknown,Kids,Unknown,TV,0,#24334,#17064,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,12 min. per ep.,?,"None found, add some"
64,Jiqiren Xueyuan,52,Finished Airing,Unknown,Kids,Unknown,TV,0,#24276,#17065,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019 to ?,12 min. per ep.,?,"None found, add some"
65,Jishi,1,Finished Airing,Psychological,Unknown,"Drama,Suspense,",Movie,0,#20115,#17066,N/A,134,"The animation is based on a self-experience. It is about the injury of rigid religious upbringing to a teenager who discovers the strange and terrifying reality behind fundamentalism. Warped into an ultra-religious environment from a young age, his surroundings force him to adhere to a rigid and sometimes irrational world-view. He eventually succumbs to the madness, and lives consumed by guilt while devouring every crumb of false hope thrown at him from his religious community. One day he gathers the courage to leave his faith behind, and sees that human existence is actually a more nuanced experience than the black and white reality in which he grew up in. By using metaphors of signs and symbols, the animation highlights and describes the mental illness caused by the conservative church on the lead character and illustrates how the character makes his way out from his dire situation.

(Source: IMDB)","Oct 14, 2017",7 min.,Unknown,"None found, add some"
66,Jishin da!! Mii-chan no Bousai Kunren,1,Finished Airing,Educational,Kids,"Drama,",OVA,0,#19655,#17067,N/A,162,An educational disaster safety video for kids featuring Mii-chan the cat and Daiki-kun after their animal abuse issue from the previous educational short.,2006,12 min.,Unknown,"None found, add some"
67,Jishin ga Kitara Dousuru? Mushi Mushi Mura no Bousai Kunren,1,Finished Airing,Educational,Kids,"Drama,",OVA,0,#19572,#17068,N/A,167,An educational disaster safety video for kids featuring talking insects.,2012,12 min.,Unknown,"None found, add some"
68,Jisu Liu Kong Qiu,50,Finished Airing,Unknown,Unknown,"Sports,",TV,0,#23862,#17069,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,22 min. per ep.,?,"None found, add some"
69,Jisu Shaonian,50,Finished Airing,Unknown,Unknown,"Sports,",TV,0,#24335,#17070,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,20 min. per ep.,?,"None found, add some"
70,Jisu Zhi Xing,52,Finished Airing,Racing,Kids,Unknown,TV,0,#23667,#17071,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Sep 9, 2011 to ?",22 min. per ep.,?,"None found, add some"
71,Jiu Cang Miao Wo,26,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#22718,#17072,N/A,54,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2015,13 min. per ep.,Unknown,"None found, add some"
72,Jiu Cang Miao Wo 2nd Season,26,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#23491,#17073,N/A,45,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019,14 min. per ep.,Unknown,"None found, add some"
73,Jiu Chen Fengyun Lu,40,Currently Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",ONA,0,#20465,#17074,N/A,114,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 11, 2023 to ?",Unknown,Unknown,"None found, add some"
74,Jiu Hua Xiao Heshang,104,Finished Airing,Unknown,Kids,Unknown,TV,0,#22965,#17075,N/A,51,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2011 to ?,12 min. per ep.,?,"None found, add some"
75,Jiu Jiu Ba Shi Yi,4,Finished Airing,Unknown,Unknown,"Adventure,Fantasy,",ONA,0,#18573,#17076,N/A,225,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 31, 2021 to Aug 14, 2021",15 min. per ep.,Unknown,"None found, add some"
76,Jiu Tian Xuan Di Jue 3rd Season,52,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",ONA,4,#14179,#17077,N/A,633,The third season of Jiu Tian Xuan Di Jue.,"Oct 31, 2022 to Apr 28, 2023",10 min. per ep.,Unknown,Ruo Hong Culture
77,Jiu Tian Xuan Di Jue 4th Season,52,Currently Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",ONA,1,#17911,#17078,N/A,263,The fourth season of Jiu Tian Xuan Di Jue.,"May 1, 2023 to ?",10 min. per ep.,Unknown,Ruo Hong Culture
78,Jiu Ye Shen Chuan,13,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",ONA,3,#14892,#17079,N/A,520,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 21, 2020 to Mar 8, 2021",21 min. per ep.,Unknown,"None found, add some"
79,Jiutian Qi Yuan,26,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#23093,#17080,N/A,49,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2012 to ?,13 min. per ep.,?,"None found, add some"
80,Jiutian Xing Dai Ni Wan Zhuan Xiqu,30,Finished Airing,Unknown,Kids,Unknown,TV,0,#21899,#17081,N/A,67,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2020,12 min. per ep.,?,"None found, add some"
81,Jiuyuan Baobei,26,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#23863,#17082,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019 to ?,Unknown,?,"None found, add some"
82,Jiuyuan Baobei 2nd Season,26,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#23668,#17083,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,Unknown,?,"None found, add some"
83,Jiuzhou Piaomiao Lu,13,Finished Airing,Unknown,Unknown,"Action,Drama,Fantasy,",ONA,3,#15602,#17084,N/A,441,"In the vast desert grasslands of northern Novoland, there was a nomadic society that cherished martial arts, believed in the god Pandeng and worshiped heroes. The men there were all hot-blooded and the women were all strong-willed. Their kingdom was called Qingyang.

The story is set in Qingyang and depicts the power struggles within the northern nomadic tribes, as well as the grievances between Qingyang and the East Land. As a child, the Qingyang crown prince Lü Guichen was sent to live with the Yanzhen Tribe by the Great Lord. After the tribe rebelled, Lü Guichen was brought back to Beidu city. However, his older brothers did not value this young and weak crown prince, instead focusing solely on competing against each other for the throne's succession. Yet, after experiencing the baptism of war and the ups and downs of life, Lü Guichen, with his gentle personality, gradually matured and gained strength amidst his older brothers' power struggles...

During that time, the royal family of the East Lands was in decline, and several feudal states had emerged. The Great Lord of Qingyang sought to use an alliance with the Xia Tang State to achieve his ambition of dominating the East. As a result, Lü Guichen was sent as a hostage to Xia Tang. It was there that he met the unruly Tianqu warrior, Jiye, and was drawn to Jiye's tenacious and unyielding spirit, eventually becoming close friends. This is the story of the young Zhaowu Duke and the young Yulie King of the Xie Dynasty-to-be.","Jan 24, 2023 to Apr 4, 2023",20 min. per ep.,Unknown,BYMENT
84,Jixian Kuangbiao,52,Finished Airing,Unknown,Unknown,"Sci-Fi,Sports,",TV,0,#23235,#17085,N/A,48,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Mar 2009 to ?,21 min. per ep.,?,"None found, add some"
85,Jixiang Baobao,26,Finished Airing,Unknown,Kids,"Comedy,Fantasy,",TV,0,#23913,#17086,N/A,41,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jan 12, 2015 to ?",8 min. per ep.,?,"None found, add some"
86,Jixiang Baobao 2nd Season,26,Finished Airing,Unknown,Kids,"Comedy,Fantasy,",TV,0,#23536,#17087,N/A,44,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,8 min. per ep.,?,"None found, add some"
87,Jixiang Baobao 3rd Season,26,Finished Airing,Unknown,Kids,"Comedy,Fantasy,",TV,0,#23537,#17088,N/A,44,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,8 min. per ep.,?,"None found, add some"
88,Jixiang Baobao 4th Season,26,Finished Airing,Unknown,Kids,"Comedy,Fantasy,",TV,0,#23538,#17089,N/A,44,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,8 min. per ep.,?,"None found, add some"
89,Jixiang Baobao: Wo Shi Shishen,1,Finished Airing,Unknown,Kids,"Comedy,Fantasy,",Movie,0,#22966,#17090,N/A,51,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 19, 2016",1 hr. 30 min.,Unknown,"None found, add some"
90,Jixiang Mao Keke,26,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#21373,#17091,N/A,76,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Jan 2009 to Jan 2011,12 min. per ep.,Winter 2009,"None found, add some"
91,Jiyi U-Pan,15,Finished Airing,Unknown,Unknown,"Sci-Fi,",ONA,0,#20297,#17092,N/A,124,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 19, 2018 to Oct 18, 2018",18 min. per ep.,Unknown,"None found, add some"
92,Jiyuantai Qihao,1,Finished Airing,Historical,Unknown,"Drama,Romance,",Movie,0,#16665,#17093,N/A,350,"Ziming, a University undergraduate, is entangled between his amorous feelings for a self-exiled mother Mrs Yu from Taiwan and her beautiful daughter Meiling, in the era coincides with Hong Kong's turbulent times of 1967.

(Source: IMDB)","Nov 5, 2020",2 hr. 4 min.,Unknown,"None found, add some"
93,Jizhan Qi Lun,125,Finished Airing,Unknown,Kids,Unknown,TV,0,#23914,#17094,N/A,41,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Sep 2013 to ?,22 min. per ep.,?,"None found, add some"
94,Jizhi de Shanyang,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#20382,#17095,N/A,119,"A puppet stop motion animation adapted from a Chinese folk tale about a witty goat who hides in a cave from a tiger. The goat lies to the tiger that it is the king of the mountain and eats tigers, scaring the tiger off. The tiger meets a fox at the bottom of the mountain and tells the fox what happened. The fox laughs and says that the tiger had been tricked by a goat.",1956,10 min.,Unknown,Shanghai Animation Film Studio
