,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
10,Mahou Shoujo Magical Destroyers,12,Finished Airing,Unknown,Unknown,"Action,Fantasy,",TV,181,#2676,#7011,6.38,"59,185","In 2008, the Japanese government began hunting people who identify as otaku in an effort to protect the country's culture. In just one week, the enforcement agency known as the SSC captured almost every otaku by force and confiscated their memorabilia. One passionate man calling himself Otaku Hero refuses to allow this agency to do as they please: he raises a resistance army made up of other displaced geeks who band together to help defend their culture.

Three years later, the fires of rebellion wane as all hope seems lost for otakus. Spurred on by his ally—the magical girl Anarchy—Otaku Hero commands the resistance in an effort to reunite Anarchy with the other two other magical girls: Blue and Pink. By combining the power of this trio, the resistance may be able to defeat the SSC and save otaku culture for everyone.

[Written by MAL Rewrite]","Apr 8, 2023 to Jun 24, 2023",23 min. per ep.,Spring 2023,Bibury Animation Studios
11,Mahoutsukai Reimeiki,12,Finished Airing,Anthropomorphic,Unknown,"Action,Adventure,Comedy,Fantasy,",TV,727,#1491,#7012,6.38,"143,241","Although he attends the Royal Magic Academy in the Kingdom of Wenias, Sable has the worst grades in the entire school. As he has no memories of his time before attending the institution, when Headmaster Albus tasks him with a special training regimen in the south, Sable eagerly accepts it. Alongside the Dawn Witch, Roux Cristasse; Holt, a human girl with antlers; and Kudd, a lizard Beastfallen, Sable must establish a village of witches in a region where anti-witch sentiment remains strong.

During their journey, the quartet avoids former members of the Dia Ignis Arbiters—a group of witch hunters notorious for murdering witches and civilians alike. Five years ago, their organization was disbanded and given amnesty with the end of the war between the Church and witches, but their members still linger and are ready to capture any mages they come across.

Thankfully, with Roux's Staff of Ludens, the ""witch-eater,"" and Sable's unlimited supply of magic, the group may be able to accomplish their mission for Albus. If not, Sable's memories of magic and the academy will be taken away, and he will be left with nothing to guide him to the silver-haired mage who first rescued him.

[Written by MAL Rewrite]
","Apr 8, 2022 to Jul 1, 2022",24 min. per ep.,Spring 2022,Tezuka Productions
12,Mao Zhi Ming,12,Finished Airing,Unknown,Unknown,"Comedy,",ONA,5,#12056,#7013,6.38,"1,237","After a severe scolding from her mother, 15-year-old high school student Jasmine rushes to class in hopes of making it on time. But when a strange storm suddenly hits, lightning strikes down on Jasmine and renders her unconscious. Instead of waking up in the hospital, the girl opens her eyes to a cute, dog-eared boy named Longjing. What's more, Jasmine realizes she now possesses a pair of fluffy cat ears!

Figuring she simply has a case of amnesia, Longjing offers to help guide Jasmine around the Tea Continent. Little does he know, she is more than excited to explore this RPG-styled world and fulfill her apparent destiny as the main character.

[Written by MAL Rewrite]
","Oct 26, 2021 to Jan 11, 2022",9 min. per ep.,Unknown,"None found, add some"
13,Meiji Tokyo Renka Movie 2: Hanakagami no Fantasia,1,Finished Airing,Unknown,Shoujo,"Fantasy,Romance,",Movie,6,#8437,#7014,6.38,"4,416","Sequel to Meiji Tokyo Renka: Yumihari no Serenade, which follows Mei Ayazuki as she travels back in time and falls in love with historical figures.","May 6, 2016",59 min.,Unknown,Studio Deen
14,Nezumi Monogatari: George to Gerald no Bouken,1,Finished Airing,Anthropomorphic,Kids,"Adventure,",Movie,1,#12289,#7015,6.38,"1,142","Nezumi Monogatari is the story of two mice called George and Gerald who embark on a journey together with three friends to find the ""Dragon of Light"".","Dec 22, 2007",52 min.,Unknown,Madhouse
15,One Piece: Otoshidama Special - Tokubetsu Hou Mugiwara Kaizoku-dan no Himitsu!,1,Finished Airing,Unknown,Shounen,"Action,Adventure,Fantasy,",Special,1,#11072,#7016,6.38,"1,777",A recap that aired as a New Year special. It recaps how the first seven crew members joined.,"Jan 3, 2006",1 hr. 24 min.,Unknown,Toei Animation
16,Osomatsu-kun,56,Finished Airing,Unknown,Shounen,"Comedy,",TV,14,#8994,#7017,6.38,"3,595","A wacky comedy about identical sextuplets causing wild pranks. Each episode features 2 stories. 

(Source: AniDB)","Feb 5, 1966 to Mar 25, 1967",25 min. per ep.,Winter 1966,Studio Zero
17,Ozanari Dungeon: Kaze no Tou,3,Finished Airing,Unknown,Unknown,"Action,Adventure,Comedy,Fantasy,",OVA,9,#10467,#7018,6.38,"2,174","The king of the Tower of Wind seeks the power of the legendary Dragon's Head, and employs the fighter Moka, the thief Buruman, and the magic user Kiriman to steal it for him. But the Dragon's Head is sealed in the Temple of Fire, and to capture it Moka will have to face the sect that has protected it generation after generation!

(Source: AniDB)","Sep 27, 1991 to Dec 20, 1991",26 min. per ep.,Unknown,Telecom Animation Film
18,Panty & Stocking in Sanitarybox,1,Finished Airing,Parody,Unknown,"Action,rde,Comedy,Supernatural,Ecchi,",Special,59,#3365,#7019,6.38,"38,856",A special short included with the 5th DVD/BD release.,"Apr 28, 2011",8 min.,Unknown,Gainax
19,Pokemon Ranger: Hikari no Kiseki,2,Finished Airing,Unknown,Kids,"Adventure,Comedy,Fantasy,",Special,3,#6195,#7020,6.38,"9,591","Two five minute specials based on homonym games. Natsuya receives a mission from Professor Hastings to protect Pokémon and destroy the Pokémon Nappers, who poach and control wild Pokémon.","Feb 28, 2010 to Mar 7, 2010",5 min. per ep.,Unknown,OLM
20,Pokemon: Pikachu no Fuyuyasumi (2001),3,Finished Airing,Unknown,Kids,"Adventure,Comedy,Fantasy,",OVA,4,#6136,#7021,6.38,"9,800","Pikachu's Winter Vacations are three series of videos, each composed of several Pikachu shorts. All shorts deal with winter and Christmas. This is the third and last series and contains Delibird's Dilemma, Snorlax Snowman & Trouble in Big Town.","Dec 22, 2000",15 min. per ep.,Unknown,OLM
21,Project A-Ko 4: Final,1,Finished Airing,Unknown,Unknown,"Action,Comedy,Sci-Fi,",OVA,1,#7821,#7022,6.38,"5,387","In Iraq, a group of archaeologists discover ancient relics that prophecize the coming of a superior race and the end of all civilization. Meanwhile, back in Graviton City, as A-Ko and B-Ko's rivalry over Kei intensifies, Mr. Daitokuji sets up an arranged marriage between Miss Ayumi and Kei. Furious over the engagement, both A-Ko and B-Ko do whatever it takes to prevent the wedding from going through. Little do they know that another alien fleet is on its way towards Earth. 

(Source: ANN)","Oct 7, 1989",53 min.,Unknown,Studio Fantasia
22,Sasurai no Taiyou,26,Finished Airing,Music,Shoujo,"Drama,",TV,7,#10862,#7023,6.38,"1,925","Two baby girls were born in the same hospital: one of them is the daughter of an aristocratic family while the other belongs to a deprived household which lives in the slums of the city. However, the nurse-in-charge, Michiko, secretly switches the two babies due to a personal grudge, resulting in a change of fates of the girls from then on. Many years later, the lives of the two girls continue to be intertwined with each other, with the rich Miki ill-treating the poor Nozomi, yet both of them hold similar dreams to become a singer.

(Source: ANN)","Apr 8, 1971 to Sep 30, 1971",24 min. per ep.,Spring 1971,Mushi Production
23,Seikon no Qwaser: Jotei no Shouzou,1,Finished Airing,Super Power,Seinen,"Action,Supernatural,Ecchi,",OVA,15,#4002,#7024,6.38,"27,417","Based on Ekaterina Kurae's chapter 16 from the manga, and episode 10.5 of the anime.","Oct 20, 2010",23 min.,Unknown,Hoods Entertainment
24,Shen Ji Long Wei,26,Finished Airing,Unknown,Unknown,"Action,Fantasy,",ONA,4,#12695,#7025,6.38,"1,003","Shen Lang traveled from the human world to the original world, embarked on a journey to find his partner, and got involved in the battle between the righteous and evil sects in the wild continent. Let Penglai Mountain come to life, and defeat the heroes when hunting for treasures in Penglai Mountain, and become the real first monk of the young generation in the Yuanhe Sea Area.

(Source: Youku, Translated)","Jun 26, 2022 to Dec 11, 2022",15 min. per ep.,Unknown,Soyep
25,Shouwa Monogatari (Movie),1,Finished Airing,Historical,Unknown,"Drama,",Movie,1,#11233,#7026,6.38,"1,668","Dramatic story of the Yamazaki family during the year Showa 39 (1964), the year that Tokyo hosted the Summer Olympics.","Jan 29, 2011",1 hr. 36 min.,Unknown,WAO World
26,Sore Ike! Anpanman: Soratobu Ehon to Glass no Kutsu,1,Finished Airing,Unknown,Kids,"Comedy,Fantasy,",Movie,0,#15625,#7027,6.38,438,Eight Anpanman short movie.,"Jul 13, 1996",1 hr.,Unknown,TMS Entertainment
27,Soukou Kihei Votoms: Case;Irvine,1,Finished Airing,Unknown,Unknown,"Drama,Sci-Fi,",OVA,2,#9506,#7028,6.38,"3,037","Irvine Lester is an AT repairman. In order to make a living with his sister, he is secretly fighting in AT gambling matches and intentionally losing the games for money. But the other fighters find out about his excellent AT maneuvering skills and demand a real match.","Nov 6, 2010",50 min.,Unknown,Sunrise
28,Starmyu 3rd Season: Encore,1,Finished Airing,Unknown,Unknown,"fe,",Special,2,#12023,#7029,6.38,"1,248","Special episode of Starmyu 3rd Season.  Like 2nd Season, it will be a mix of musical parts.","Sep 30, 2019",23 min.,Unknown,"None found, add some"
29,1 Pound no Fukuin,1,Finished Airing,Combat Sports,Seinen,"Comedy,Romance,Sports,",OVA,3,#8341,#7030,6.38,"4,587","Hatanaka Kosaku, a hopeful boxer, has a mean KO punch. Unfortunately, his dietary willpower is weak, and he eats even greasy hamburgers right before a bout. As a result, he has to compete in higher weight classes, and as soon as he takes an abdominal punch, he vomits, which causes him to lose the match in shame. As he tries to grapple with his weak will, he meets Sister Angela, a novitiate at a local convent. While Sister Angela strives to help Hatanaka in his endeavor, he seems to make her training to be a nun more difficult.","Dec 2, 1988",50 min.,Unknown,Gallop
30,Ashita Tenki ni Naare,47,Finished Airing,Unknown,Shounen,"Sports,",TV,1,#12983,#7031,6.38,915,The adventures of a young golf player.,"Oct 6, 1984 to Sep 27, 1985",22 min. per ep.,Fall 1984,Tsuchida Productions
31,Bari Bari Densetsu,2,Finished Airing,Racing,Shounen,"Action,Drama,",OVA,2,#11592,#7032,6.38,"1,458","The main character, Gun, rides a customized Honda CB750F cafe racer and eventually evolves into a pro road racer.","May 10, 1986 to Dec 16, 1986",50 min. per ep.,Unknown,Pierrot
32,Black Clover: Jump Festa 2018 Special,1,Finished Airing,Unknown,Shounen,"Comedy,Fantasy,",Special,35,#3686,#7033,6.38,"32,435",The special episode features the captains of the different squads plus Asta and Yuno participating in a quiz show.,"Nov 25, 2018",23 min.,Unknown,Pierrot
33,Blue Dragon,51,Finished Airing,Unknown,Unknown,"Adventure,Comedy,Fantasy,Supernatural,",TV,109,#2839,#7034,6.38,"53,041","As Shu's village was being attacked by an unknown enemy, he and his friends, Jiro and Kluke decide to defend their home. They soon meet warrior Zola and receive the powers of Shadow, an ability that let's them transform their shadow into a powerful monster. Shu receives one of the most powerful monsters, Blue Dragon, and they all set out to defeat their enemy.

(Source: ANN)","Apr 7, 2007 to Mar 29, 2008",25 min. per ep.,Spring 2007,Pierrot
34,Build Divide: Code Black,12,Finished Airing,Strategy Game,Unknown,"Fantasy,",TV,317,#2842,#7035,6.38,"52,952","Neo Kyoto is a place where everything is decided through the card game ""Build Divide."" From resolving personal conflicts to determining social status, success in Build Divide means success in life. The biggest ambition of every player is to become the King, whose peerless skills grant them near-total rule over the city.

One day, a young man wakes up in Neo Kyoto—with the knowledge of just his name, Teruto Kurabe, and carrying only a deck for a card game he no longer knows. Teruto soon encounters another player, Sakura Banka, who helps him remember both how to play Build Divide and his original mission: that no matter what, he must meet the King. Teaming up together, Teruto and Sakura find that their best chance for a royal audience is with the Rebuild tournament, where the one who collects twenty-one tokens from other competitors can challenge the King for their throne. However, as Teruto continues to play, he begins to regain his lost memories that call into question the very nature of Neo Kyoto.

[Written by MAL Rewrite]","Oct 10, 2021 to Dec 26, 2021",23 min. per ep.,Fall 2021,LIDENFILMS
35,Chou Seimeitai Transformers Beast Wars Neo,35,Finished Airing,Unknown,Unknown,"Action,Adventure,Sci-Fi,",TV,2,#9849,#7036,6.38,"2,656","Beast Wars Neo was a television series that aired in Japan in 1999, in support of the toyline of the same name. It directly follows Beast Wars II.

The show follows the adventures of a crew of Maximals, commanded by Big Convoy, as they compete with Magmatron's evil Predacons to collect the Angolmois energy capsules, scattered at the end of Beast Wars II. ","Feb 3, 1999 to Sep 29, 1999",23 min. per ep.,Winter 1999,Ashi Productions
36,Classroom☆Crisis: Tabi no Haji wa Uwanuri,1,Finished Airing,School,Unknown,"Sci-Fi,",Special,2,#7252,#7037,6.38,"6,469",Unaired episode included with the third Blu-ray and DVD volume. ,"Dec 23, 2015",25 min.,Unknown,Lay-duce
37,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,1,Finished Airing,Super Power,Seinen,"Action,Comedy,",Special,2,#10424,#7038,6.38,"2,204","A sixty minute special of the Crayon Shin-chan anime featuring a crossover between Shin-chan and the live action tokusatsu series Kamen Rider Den-O, as well as three normal summer-themed episodes. The Den-O characters are drawn in the style of Shin-chan's regular characters. 

Another thing of note, inbetween commercial breaks, clips of a live action Shin-Chan onboard the Den-Liner or with characters from the Kamen Rider Den-O Series were shown. In most of these scenes it involves the Owner giving Shin a speech of sorts or making Shin feel uncomfortable. ","Aug 3, 2007",11 min.,Unknown,"None found, add some"
38,"Doraemon Movie: Boku, Momotarou no Nanna no Sa",1,Finished Airing,Unknown,Unknown,"Adventure,Fantasy,Sci-Fi,",Movie,0,#10476,#7039,6.38,"2,165","As a summer assignment, Nobita has to research the past of his town. Together with Doraemon, they use a gadget called time camera to take photos of the town sights from various time periods. To their great surprise, the last photo they take depicts Japanese folk hero Momotaro pulling a cart laden with treasure.

Later, Nobita's mom encounters a foreigner who shows the kids a small picture of a person dressed as samurai. The picture looks almost like a photo, and the person in the picture looks exactly like Momotaro. The foreigner has inherited this picture from his ancestors, and he has come to Japan in order to learn the truth about its origins.

Nobita begins to think that Momotaro might have been a real person. In order to solve the mystery, he travels to the past of Japan along with Doraemon, Shizuka, Takeshi and Suneo.

(Source: animania.co.uk)","Aug 1, 1981",47 min.,Unknown,Shin-Ei Animation
39,Eden (ONA),4,Finished Airing,Unknown,Unknown,"Fantasy,Sci-Fi,fe,",ONA,35,#4882,#7040,6.38,"17,535","The sci-fi fantasy series Eden is set thousands of years in the future, where a city known as ""Eden 3"" is inhabited solely by robots whose former masters vanished a long time ago. On a routine assignment, two farming robots accidentally awaken a human baby girl from stasis questioning all they were taught to believe—that humans were nothing more than a forbidden ancient myth. Together, the two robots secretly raise the child in a safe haven outside Eden. 

(Source: Netflix, edited)","May 27, 2021",25 min. per ep.,Unknown,"Qubic Pictures,       CGCG Studio"
40,Fatal Fury: Legend of the Hungry Wolf,1,Finished Airing,Martial Arts,Unknown,"Action,Adventure,Drama,Romance,",Special,19,#5955,#7041,6.38,"10,564","Jeff Bogard was a master of the Hakkyokuseiken martial arts school and the guardian of its secret techniques. Coveting this knowledge, Geese Howard, the most powerful man in South Town, challenged and murdered him in front of his adoptive sons Terry and Andy Bogard. Under the guidance of their mentor Tung Fe Rue, the brothers dedicate their lives to training in the ultimate art to avenge their father. 

10 years later, Geese promotes a martial arts tournament known as the King of Fighters. Terry and Andy join their friend Muay Thai champion Joe Higashi and enter the competition in order to finally face Geese in combat.  

[Written by MAL Rewrite]
","Dec 23, 1992",45 min.,Unknown,Studio Comet
41,Gegege no Kitarou: Nippon Bakuretsu,1,Finished Airing,Unknown,Unknown,"Action,Fantasy,Horror,Supernatural,",Movie,1,#12072,#7042,6.38,"1,231",Movie based on the 2007 TV anime with an original plot.,"Dec 20, 2008",1 hr. 23 min.,Unknown,Toei Animation
42,Ginga Hyouryuu Vifam 13,26,Finished Airing,Mecha,Unknown,"Action,Adventure,Sci-Fi,",TV,1,#13561,#7043,6.38,775,"On July 27 1996, Mr. Takeyuki Kanda died suddenly at the age of 52. Born August 11 1943, he was known as the director of several animations including VIFAM. Thus in 1998 a new TV series of VIFAM was broadcasted in memory of him. Televised 1998/3/21-1998/10/3 (in Kansai area), it contains 26 episodes, and like Twelve people disappeared it is a sidestory, but some new features are added: new persons, new RV, etc.

The story could be inserted between #22 and #26 (#24 and #25 are digests) of VIFAM, and is divided into three parts: Act I (#1-14), Interlude (#15-18), Act II (#19-26), if we name them (in reality Act I and II have little relationship). It could also be the New Testament, but it is now regarded as an apocrypha (or worse, a pseudo-VIFAM). There are several reasons to say so, but to watch the story is the best way to understand them.

(Source: u-netsurf.ne.jp/~suemura/vifam/vguide.html)","Mar 21, 1998 to Oct 3, 1998",24 min. per ep.,Spring 1998,Sunrise
43,Girls Bravo: First Season,11,Finished Airing,Unknown,Shounen,"Comedy,Fantasy,Romance,Ecchi,",TV,310,#1476,#7044,6.38,"145,495","Small for his age, Yukinari has been bullied and abused by girls all his life. Now in high school, he has developed a rare condition: whenever girls touch him, or even come close, he breaks out in hives. Imagine his surprise, when he is suddenly transported to the city of Seiren on a mystic world invisibly orbiting the Earth, and populated with vast numbers of women and very few men. Fortunately, he has a new friend, Miharu-chan, whose touch inexplicably doesn't affect him.

(Source: ANN)","Jul 5, 2004 to Sep 27, 2004",23 min. per ep.,Summer 2004,AIC Spirits
44,Golden Douga Gekijou,46,Finished Airing,Unknown,Unknown,"Comedy,",ONA,6,#7551,#7045,6.38,"5,826",Short anime series of Golden Kamuy streamed on the official website.,"Apr 16, 2018 to Jun 27, 2023",26 sec. per ep.,Unknown,"W-Toon Studio,       DMM.futureworks"
45,Guan Miao Shenmeshi,13,Finished Airing,Pets,Unknown,"Comedy,",ONA,2,#15714,#7046,6.38,430,"A cartoonist teenager who is running out of inspiration on his creative journey inadvertently adopts two pets when he goes out in search of inspiration. The cat is named Emperor and the dog is named Bazaar Black. Although the two little guys often caused him a lot of trouble, they also gained two pieces of companionship and love. Although they are a cat and a dog, the teenager knows that they are family. And so, the teenager's noisy but warm and happy life began.

(Source: Bilibili)","Jan 2, 2023 to Mar 20, 2023",5 min. per ep.,Unknown,"None found, add some"
46,Hangyakusei Million Arthur: Saraba Itoshi no Danchou,1,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",Special,1,#8399,#7047,6.38,"4,482",Unaired episode bundled with the sixth Blu-ray volume of the Hangyakusei Million Arthur anime series.,"Oct 2, 2019",22 min.,Unknown,J.C.Staff
47,Hashiri Tsuzukete Yokatta tte.,4,Finished Airing,Unknown,Unknown,"Drama,fe,",TV,13,#5610,#7048,6.38,"12,161","Minato visits a recitation at an anime event with his friend. He is captivated by the voice actors' performances and decides to enroll in Suidoubashi Animation Academy. There, he meets Chikako, who used to live in the room he is moving into and who left a message in a USB drive. Minato, who aims to be a voice actor but is unable to put himself into the role, and Chikako, who lives with a past trauma, encourage one another and try to improve themselves. With the help of seniors such as Ryouta and Kei watching over them, they try to mature. As they stumble and worry, what lies ahead for them both?

(Source: MAL News)","Oct 9, 2018 to Oct 30, 2018",15 min. per ep.,Fall 2018,Signal.MD
48,Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku,1,Finished Airing,Parody,Unknown,"Comedy,Fantasy,",Movie,1,#8827,#7049,6.38,"3,802","After years of war against the monstrous kaiju, the world finally knows a time of prosperity and peace — but the presence of the kaiju can still be felt. Girls with the souls of kaiju are born every so often, and each is gifted with the unusual abilities of kaiju! An organization called GIRLS has collected the Kaiju Girls to defend the earth, but rising from the shadows comes BLACK STARS, a troupe of evil Kaiju Girls who just recruited their latest — and somewhat bewildered — new member…

(Source: HIDIVE)","Nov 23, 2018",57 min.,Unknown,Yumeta Company
49,Kanokon,12,Finished Airing,Unknown,Unknown,"Comedy,Romance,Supernatural,Ecchi,",TV,589,#927,#7050,6.38,"244,551","Kouta has girl troubles of the supernatural sort. For some reason, he keeps attracting the attention (and affections) of animal spirits!

Having spent most of his life in the country, Kouta is understandably nervous when he moves in with his grandma to attend a high school in the big city. He hoped to make a good impression, but having Chizuru, a beautiful fox spirit, hanging off his arm didn't seem to be the sort of image he wanted to have. She's not alone in her love for Kouta, either. Nozomu, a wolf spirit, as well as other youkai have their sights set on the hapless country boy. ","Apr 5, 2008 to Jun 21, 2008",24 min. per ep.,Spring 2008,Xebec
50,Tensai Bakabon,40,Finished Airing,Gag Humor,Unknown,"Comedy,fe,",TV,3,#12058,#7051,6.38,"1,235","Tensai Bakabon is the tale of a child prodigy and his ""philosophical"" father. Bakabon‘s father has his own philosophy and he leaves no stone unturned in his quest for answers. Despite his ability to trouble Trouble, for some reason, Papa Bakabon is regarded as ""The Great Philosopher,"" and is sought after for advice, which of course ends up in disastrous results. Tensai Bakabon joins his father in his philosophical quests which drives the people in their town crazy.

(Source: Animation Xpress)","Sep 25, 1971 to Jun 24, 1972",30 min. per ep.,Fall 1971,"None found, add some"
51,The Hakkenden: Shin Shou,7,Finished Airing,Unknown,Shounen,"Action,Adventure,",OVA,5,#9740,#7052,6.38,"2,761",Second part of The Hakkenden.,"Nov 25, 1993 to Mar 25, 1995",30 min. per ep.,Unknown,"Artland,       AIC"
52,The☆Doraemons: Dokidoki Kikansha Daibakusou!,1,Finished Airing,Unknown,Unknown,"Adventure,Comedy,Fantasy,Sci-Fi,",Movie,0,#11194,#7053,6.38,"1,690",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Mar 4, 2000",17 min.,Unknown,Shin-Ei Animation
53,The☆Ultraman,50,Finished Airing,Unknown,Unknown,"Action,Sci-Fi,",TV,9,#9252,#7054,6.38,"3,305",The first animated Ultraman series.,"Apr 4, 1979 to Mar 26, 1980",25 min. per ep.,Spring 1979,Sunrise
54,Tori no Uta,1,Finished Airing,Unknown,Unknown,"Fantasy,",OVA,11,#7875,#7055,6.38,"5,314","A boy is walking home through the city where he finds a new path that he follows. It starts to rain and he seeks shelter with the aid of a girl. He falls in love with the girl. He gets a feather, and if he always carries it, they will meet again. He returns to his home following the path, but the next day he cant find it again. Time progresses and he forgets the girl. 50 years later he returns to the same city and he dreams of the girl. He is still dutifully carrying the feather. 

Written, drawn, and directed by famed illustrator Yoshitaka Amano. 

(Source: AniDB, ANN) ","Jan 30, 2007",34 min.,Unknown,Toei Animation
55,Wo de Ni Tian Shen Qi,16,Finished Airing,Unknown,Unknown,"Adventure,Comedy,Fantasy,Romance,Supernatural,",ONA,24,#5290,#7056,6.38,"14,088","One day, while being attacked, Chang Tian unintentionally invokes an artifact called Xiao Bai that protects him from a terrible fate. After this, he finds himself on a battlefield, where he will fight alongside several other people like him, able to invoke artifacts...","Apr 26, 2018 to Aug 9, 2018",17 min. per ep.,Unknown,"Haoliners Animation League,       Pb Animation Co. Ltd."
56,Xing Hai Qishi: Xia Ban Ji,7,Finished Airing,Unknown,Unknown,"Action,Fantasy,Sci-Fi,",ONA,0,#15932,#7057,6.38,407,The second part of the first season of Xing Hai Qishi.,"May 19, 2021 to Jun 30, 2021",20 min. per ep.,Unknown,"None found, add some"
57,Xue Yu Xin,12,Finished Airing,Historical,Unknown,"Drama,",ONA,3,#12836,#7058,6.38,961,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Nov 2, 2022 to Jan 11, 2023",18 min. per ep.,Unknown,Changchun Unity of Knowledge and Action Animation
58,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",1,Finished Airing,CGDCT,Unknown,"Comedy,",Special,23,#4171,#7059,6.38,"25,245","Yuru Yuri DVD/BD special.

Chinatsu's horrendous and atrocious drawings come to life in a tale about a handsome prince, a hideous girl and true love!

(Source: Anime-Planet)","Nov 16, 2011",3 min.,Unknown,Doga Kobo
