,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
0,Bemubemu Hunter Kotengu Tenmaru,19,Finished Airing,Unknown,Unknown,"Adventure,Fantasy,",TV,1,#14665,#15002,N/A,552,Adventures of a demon slayer Tenmaru.,"May 26, 1983 to Oct 27, 1983",25 min. per ep.,Spring 1983,Toei Animation
1,Ben Ben de Xingfu Shenghuo: Kaixin Linju,50,Finished Airing,Unknown,Kids,Unknown,ONA,0,#23684,#15003,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,10 min. per ep.,Unknown,"None found, add some"
2,Ben Ben de Xingfu Shenghuo: Xingfu Huayuan,50,Finished Airing,Unknown,Kids,Unknown,ONA,0,#23744,#15004,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,10 min. per ep.,Unknown,"None found, add some"
3,Ben Ben Xiao Feiche,52,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#23567,#15005,N/A,44,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Jul 2019 to ?,11 min. per ep.,?,"None found, add some"
4,Ben Ben You Youji,50,Finished Airing,Unknown,Kids,Unknown,TV,0,#23283,#15006,N/A,47,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2010 to ?,10 min. per ep.,?,"None found, add some"
5,Ben Ben You Youji: Chuanyue Huaxia,42,Finished Airing,Unknown,Kids,Unknown,TV,0,#22264,#15007,N/A,60,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Jan 2012 to Mar 2012,12 min. per ep.,Winter 2012,"None found, add some"
6,Ben Ben You Youji: Mala Xialingying,50,Finished Airing,Unknown,Kids,Unknown,TV,0,#22408,#15008,N/A,58,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Apr 2012 to Aug 2012,10 min. per ep.,Spring 2012,"None found, add some"
7,Ben Ben Yu Jiling,52,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#22265,#15009,N/A,60,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019 to ?,13 min. per ep.,?,"None found, add some"
8,Ben Ben Yu Jiling: Yishi Xingqiu Xin,27,Finished Airing,Anthropomorphic,Kids,"Adventure,Fantasy,",TV,0,#22176,#15010,N/A,62,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019 to ?,13 min. per ep.,?,"None found, add some"
9,Ben Gouxiong,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#21385,#15011,N/A,76,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1989,9 min.,Unknown,Shanghai Animation Film Studio
10,Ben Lang He Ta de Xiao Huoban,36,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#23568,#15012,N/A,44,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Sep 29, 2018 to ?",13 min. per ep.,?,"None found, add some"
11,Benghuai Xinghe,12,Finished Airing,Unknown,Unknown,"Action,Adventure,Sci-Fi,",ONA,0,#14918,#15013,N/A,516,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 5, 2019 to Jul 14, 2019",20 min. per ep.,Unknown,Kaca Entertainment
12,Benkai to Ushiwakamaru,1,Finished Airing,Unknown,Unknown,"Comedy,",Movie,0,#18658,#15014,N/A,218,"This is the story of the extraordinary Benkei, who after having met his enemy Yoshitsune in his childhood (then named 'Ushiwaka') came to guard him as a lifetime partner in later years.","Dec 4, 1999",7 min.,Unknown,Tezuka Productions
13,Benpiyaku Colace,7,Finished Airing,Unknown,Unknown,"fe,",ONA,0,#19009,#15015,N/A,198,"Taisho Pharmaceutical commissioned commercials for their new Benpiyaku Colace anti-constipation medicine. It features an intestinal-stressed struggling doe as she encounters other animals who can easily ""go"".","Jul 31, 2014 to Jan 4, 2016",24 sec. per ep.,Unknown,"None found, add some"
14,Beolineun Seom,1,Finished Airing,Unknown,Unknown,"fe,",Movie,0,#21040,#15016,N/A,85,"A dog has been abandoned in an island and waits to see his owner. But the owner comes and goes back again and again.

(Source: vcrworks.kr)",2014,10 min.,Unknown,VCRWORKS
15,Beompeoking Jaepeo,26,Finished Airing,Racing,Unknown,"Action,",TV,1,#16482,#15017,N/A,363,Bumper King Zapper is a 3D animation series about bumper car battles of the future.,2004,30 min. per ep.,?,Daewon Media
