,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
86,Okaasan no Yasashii te,1,Finished Airing,Unknown,Kids,"Drama,",OVA,0,#19724,#18787,N/A,159,An educational film highlighting the importance of how impressionable children are by their family members.,1992,23 min.,Unknown,"None found, add some"
87,"Okaasan, Nakanaide",1,Finished Airing,Unknown,Kids,"Drama,",OVA,0,#19501,#18788,N/A,171,An educational anime about the importance of life. ,2003,17 min.,Unknown,"None found, add some"
88,Okama Hakusho,3,Finished Airing,Crossdressing,Seinen,"Comedy,",OVA,1,#13246,#18789,N/A,849,"Okama is a man who has some problems. First off, his name means 'gay' in Japanese. Next, he has the hots for himself dressed as a girl. Finally, he ends up working at a transvestite bar where he has befriended a girl named Miki. This is not an easy matter to solve, because she only knows him as his female counterpart named Catherine. So how is a guy dressed as a girl supposed to come out to a girl as a heterosexual male? To make matters worse, she has a boyfriend who is trying everything in the book to get with her. Enter the exciting world of Okama Hakusho where love comes in many different flavors!","Apr 12, 1991 to Feb 6, 1992",45 min. per ep.,Unknown,"None found, add some"
89,Okamoto Zero One CM Kyouryuu-hen,1,Finished Airing,Unknown,Unknown,"Comedy,Ecchi,",ONA,0,#21707,#18790,N/A,70,A commercial for Okamoto Zero One condoms.,"Jan 13, 2016",30 sec.,Unknown,Transistor Studio
90,Okane wa Mawaru: Kurashi to Kinyuu,1,Finished Airing,Unknown,Unknown,"fe,",OVA,1,#17350,#18791,N/A,300,"Educational video that teaches youth about the value of money and importance of financial planning.

*Part of the series of films produced with cooperation of: Japan's Central Council for Financial Services Information and Bank of Japan Public Relations Department.",1993,16 min.,Unknown,"None found, add some"
91,Okashi na Tensei Mini Anime,10,Finished Airing,Unknown,Unknown,"Comedy,Gourmet,",ONA,0,#19899,#18792,N/A,147,Okashi na Tensei mini anime released online for ten consecutive days prior to the main series.,"Jun 23, 2023 to Jul 2, 2023",3 min. per ep.,Unknown,AQUA ARIS
92,Okashi no Rocket de Shuppatsu!,1,Finished Airing,Space,Kids,"Sci-Fi,",Movie,0,#24318,#18793,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2010,19 min.,Unknown,"None found, add some"
93,Okojo to Yamane,26,Finished Airing,Unknown,Unknown,"Comedy,fe,",TV,3,#12985,#18794,N/A,918,"The franchise centers on two friends: a naive weasel who likes cute and round things, and a dormouse who plays innocent. Together, they spend their days playing and having fun in short stories set in Nagano Prefecture. 

(Source: ANN)","Jul 19, 2018 to Jan 8, 2019",1 min. per ep.,Summer 2018,Kachidoki Studio
94,Okore!! Nonkuro,1,Finished Airing,Unknown,Kids,Unknown,Special,0,#18379,#18795,N/A,237,Anime about dog-like alien Nonkuro.,Not available,11 min.,Unknown,"None found, add some"
95,Okori Jizou,1,Finished Airing,Historical,Kids,Unknown,Movie,0,#17712,#18796,N/A,276,"Based on a book of the same name. 

A stop-motion anime about the atomic bombing of Hiroshima. A 6 year old girl named Hiro-chan gets burned by the bomb while playing with a local laughing Jizo statue. While crying out her mothers name she also begged for water. Suddenly the Jizo statue's face became that of an angry expression and tears started flowing from its eyes which Hiro-chan was able to drink. ","Jun 15, 1983",27 min.,Unknown,"None found, add some"
96,OL Kaizou Kouza,1,Finished Airing,Unknown,Unknown,"Comedy,fe,",OVA,0,#14301,#18797,N/A,613,"Inspired by Drop Dead! Stupid Office Ladies, a column in Monthly Gendai magazine.

(Source: AniDB)","Sep 1, 1990",1 hr. 30 min.,Unknown,TMS Entertainment
97,Olga no Russia Gokouza,11,Finished Airing,Unknown,Unknown,"Comedy,fe,",TV,0,#18815,#18798,N/A,208,"Shorts that aired within ""Fight Tension☆Depart,"" a variety program that originally aired the anime as one of its segments. A blonde Russian woman named Olga gives Russian language hints and comedic cultural tips.","Jan 15, 2007 to Mar 26, 2007",30 sec. per ep.,Winter 2007,DLE
98,Omakase Scrappers,39,Finished Airing,Unknown,Unknown,"Adventure,Comedy,Sci-Fi,",TV,3,#16201,#18799,N/A,386,Adventures of the Scrappers Rescue Team.,"Apr 7, 1994 to Jan 5, 1995",25 min. per ep.,Spring 1994,"ACC Production,       JCF"
99,Omakase! Miracle Cat-dan,32,Finished Airing,Super Power,Kids,"Comedy,",TV,0,#14768,#18800,N/A,536,"Nakagawa owns 10 cats in real life, and she adores one in particular named Mamitasu, the anime's namesake. The anime depicts the slapstick comedy of the idiosyncratic 10 cats and the folks in the unusual ""Nakagawa family."" 

(Source: ANN)","Mar 31, 2015 to Feb 23, 2016",10 min. per ep.,Spring 2015,OLM Digital
