,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
0,Xingyuan Xiao Bao 2: Shenyong V5 Dui,52,Finished Airing,Unknown,Kids,Unknown,TV,0,#24125,#14001,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,15 min. per ep.,?,"None found, add some"
1,Xinling Zhi Chuang,26,Finished Airing,Unknown,Unknown,"Drama,",TV,0,#23317,#14002,N/A,47,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 22, 2009 to ?",15 min. per ep.,?,"None found, add some"
2,Xinnian Lai La: Baicao Jie Yao,26,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24773,#14003,N/A,34,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2017 to ?,13 min. per ep.,?,"None found, add some"
3,Xinnian Lai La: Da Nao Chuxi,1,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",Movie,0,#23050,#14004,N/A,50,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Feb 19, 2015",1 hr. 20 min.,Unknown,"None found, add some"
4,Xinnian Lai La: Ju Men Zaixian,26,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#24431,#14005,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,13 min. per ep.,?,"None found, add some"
5,Xinnian Lai La: Ku Duo La,26,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#24000,#14006,N/A,41,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2018 to ?,13 min. per ep.,?,"None found, add some"
6,Xinnian Lai La: Shenmi Baozang,26,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24774,#14007,N/A,34,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2015,13 min. per ep.,?,"None found, add some"
7,Xinnian Lai La: Shenqi Wugong,26,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24775,#14008,N/A,34,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2017 to ?,13 min. per ep.,?,"None found, add some"
8,Xinnian Lai La: Wenzi Da Jienan,26,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24783,#14009,N/A,33,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2015 to ?,13 min. per ep.,?,"None found, add some"
9,Xinnian Lai La: Yimingjingren,26,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24749,#14010,N/A,35,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2014 to ?,13 min. per ep.,?,"None found, add some"
10,Xinnian Lai La: Yong Chuang Mo Shan,26,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24776,#14011,N/A,34,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2016 to ?,13 min. per ep.,?,"None found, add some"
11,Xinxin,1,Finished Airing,Unknown,Kids,Unknown,Special,0,#20964,#14012,N/A,88,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Feb 14, 2020",4 min.,Unknown,"None found, add some"
12,Xiong Bao Meishi Zhandui,26,Finished Airing,Unknown,Kids,Unknown,TV,0,#21558,#14013,N/A,73,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2020,12 min. per ep.,?,"None found, add some"
13,Xiong Bing Lian 3: Leiting Wan Jun,27,Finished Airing,Unknown,Unknown,"Action,Fantasy,",ONA,0,#18136,#14014,N/A,250,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 29, 2022 to Oct 30, 2022",20 min. per ep.,Unknown,Transcendence Picture
14,Xiong Bing Lian: Zhu Tian Jianglin,26,Finished Airing,Unknown,Unknown,"Action,Mystery,Sci-Fi,Supernatural,",ONA,1,#16239,#14015,N/A,383,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jan 24, 2019 to Jul 18, 2019",19 min. per ep.,Unknown,Transcendence Picture
15,Xiong Chumo: Bian Xing Ji,1,Finished Airing,Unknown,Unknown,"Adventure,Comedy,",Movie,0,#18935,#14016,N/A,203,"Briar and Bramble, the two bear brothers always getting in Vick’s way, are in for a rude awakening. Vick heads out to shrink them out of his life. In the tussle the device is tossed and all three of them are caught in the beam and find themselves looking up at the rest of the world. The tiny team have to get back to the device to reverse the effects but their efforts are intercepted by Vick’s dad. He comes back to apologize to Vick but leaves with the machine when he can’t find him. The three now go on a wild chase through a magnificent world just underneath our feet to not only restore their size, but to restore family.

(Source: Official Site)","Feb 16, 2018",1 hr. 30 min.,Unknown,"None found, add some"
16,Xiong Chumo: Chong Fan Di Qiu,1,Finished Airing,Unknown,Kids,"Adventure,Comedy,Sci-Fi,",Movie,0,#23405,#14017,N/A,46,"Bramble has always dreamed of becoming a great hero in order to gain recognition from everyone, especially his older brother, Briar. A piece of the alien nucleus that fell from the sky broke the peace of Pine Tree Mountain, but unexpectedly, Bramble merged with the alien nucleus and became a bear with alien wisdom and energy. However, this also brought about the pursuit of ""alien"" Abu who wanted to reclaim the nucleus.

(Source. Wikipedia)","Feb 1, 2022",1 hr. 39 min.,Unknown,Fantawild Animation
17,Xiong Chumo: Conglin Zong Dong Yuan,104,Finished Airing,Unknown,Kids,"Comedy,",TV,0,#16278,#14018,N/A,380,"Third season of Boonie Bears.

Having had a taste of carnival life in town, the Bear Brothers return to the forest to start anew. But aside from the joy of meeting old friends, the bears must again cope with the dull-but-driven Logger Vick! That shiny-pated villain is determined to crush their renewed efforts to protect the forest they love. If he can dispatch the Bear Brothers, Vick will realize his evil dream of riches through total destruction of the forest. Fortunately the Brothers and their friends have a forest full of surprises in store for him! Boonie Bears: Forest Frenzy features Briar and Bramble Bear doing what they do best: creating non-stop laughs for kids around the world!

(Source: Official website)","Jul 13, 2013 to Sep 25, 2014",13 min. per ep.,Summer 2013,"None found, add some"
18,Xiong Chumo: Dongri Le Fantian,52,Finished Airing,Unknown,Kids,"Comedy,",TV,0,#17406,#14019,N/A,295,Fifth season of Boonie Bears.,"Jul 10, 2015 to ?",13 min. per ep.,?,"None found, add some"
19,Xiong Chumo: Guonian,1,Finished Airing,Unknown,Kids,"Adventure,Comedy,",Special,0,#17981,#14020,N/A,259,"Released two days before the Chinese New Year, the feature itself covers the topic of the New Year where Logger Vick wants to go back to his hometown to visit family. But a first class ticket on the train home is something he cannot afford. Briar and Bramble decide to help him out.","Feb 8, 2013",1 hr. 8 min.,Unknown,"None found, add some"
