,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
20,Pacalien (Special),4,Finished Airing,Anthropomorphic,Unknown,"Comedy,Horror,Sci-Fi,",Special,0,#21710,#18921,N/A,70,A series of original Pacalien shorts which aired during commercial breaks on Toonami. It was subsequently released on U-NEXT.,"May 19, 2018",38 sec. per ep.,Unknown,Angle
21,Pai Le Meng Qi,26,Finished Airing,Unknown,Kids,Unknown,TV,0,#21449,#18922,N/A,75,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Aug 2019 to 2019,7 min. per ep.,?,"None found, add some"
22,Pai Le Meng Qi 2nd Season,26,Finished Airing,Unknown,Kids,Unknown,TV,0,#21528,#18923,N/A,73,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2020,7 min. per ep.,?,"None found, add some"
23,Pai Le Qi Tong,20,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#23892,#18924,N/A,41,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 6, 2009 to ?",9 min. per ep.,?,"None found, add some"
24,Pakkororin,Unknown,Currently Airing,Unknown,Kids,Unknown,TV,0,#17151,#18925,N/A,316,"A minute long children's anime that follows 3 siblings. Two brothers who are rectangular and circular shaped, and a sister who is triangluar shaped. They have unique personalities and foster growth and discovery through their play time.","Mar 28, 2011 to ?",1 min.,Spring 2011,"None found, add some"
25,Pan Hu Chuanqi,26,Finished Airing,Unknown,Kids,Unknown,TV,0,#22741,#18926,N/A,53,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Sep 13, 2017 to Sep 21, 2017",13 min. per ep.,Summer 2017,"None found, add some"
26,Pan to Boku no Momo-chan,20,Finished Airing,Unknown,Shoujo,"Comedy,Drama,Romance,fe,",ONA,3,#13034,#18927,N/A,906,"The story follows a boy named Shiro and his aunt, Momo, who live together after the death of Shiro's mother, Momo's older sister. Shiro makes bread for Momo in the mornings. 

(Source: ANN)","Oct 31, 2018 to 2019",2 min. per ep.,Unknown,"None found, add some"
27,Pan Xia Jiangmo Ji: Shouhu Jiayuan,13,Finished Airing,Unknown,Kids,Unknown,TV,0,#24462,#18928,N/A,37,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019 to ?,13 min. per ep.,?,"None found, add some"
28,Pan Xia Jiangmo Ji: Zhengjiu Jiayuan,13,Finished Airing,Unknown,Kids,Unknown,TV,0,#24634,#18929,N/A,36,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019 to ?,13 min. per ep.,?,"None found, add some"
29,Panda no Taputapu,431,Finished Airing,Unknown,Kids,Unknown,TV,0,#16054,#18930,N/A,396,"A short anime featuring the zodiac animals with a panda named Taputapu as the main character. Each episode is focuses on having a proverb, moral, or uplifting value.","Apr 2, 2012 to Nov 29, 2013",30 sec. per ep.,Spring 2012,Kachidoki Studio
30,Panda-chan no Koutsuu Anzen,1,Finished Airing,Educational,Kids,Unknown,OVA,0,#20716,#18931,N/A,99,"A traffic safety film about two pandas named Kan Kan and Lan Lan who live in a quiet animal village in the forest. They go out to the town and learn traffic safety, do good deeds, and return to the forest.",Not available,14 min.,Unknown,"None found, add some"
31,Pang Xiong He Da Hu,13,Finished Airing,Unknown,Kids,Unknown,TV,0,#21711,#18932,N/A,70,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2020,5 min. per ep.,?,"None found, add some"
32,Pangsao Hui Niangjia,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#20717,#18933,N/A,99,"A careless lady goes home to see her ill mother, but she mistakenly packed a pillow as her baby and loses the pack in the way home.

(Source: IMDb)",1956,8 min.,Unknown,Shanghai Animation Film Studio
33,Paniponi,48,Finished Airing,Unknown,Kids,"fe,",TV,0,#17662,#18934,N/A,279,A slice of life anime about a bunch of animals living in Paniponi village.,"May 7, 1998 to Feb 21, 2003",5 min. per ep.,Spring 1998,"None found, add some"
34,Panpaka Pants,27,Finished Airing,Unknown,Kids,"Comedy,",TV,2,#16022,#18935,N/A,400,A series of shorts about pigs who wear underpants.,"Oct 1, 2008 to Oct 22, 2015",15 sec. per ep.,Fall 2008,DLE
35,"Panpaka Pants Matsuri Movie: Purin Ara, Domo",1,Finished Airing,Unknown,Kids,"Comedy,",Movie,0,#18299,#18936,N/A,241,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 7, 2017",30 min.,Unknown,DLE
36,Panpaka Pants Movie: Bananan Oukoku no Hihou,1,Finished Airing,Unknown,Kids,"Adventure,",Movie,0,#16873,#18937,N/A,336,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 10, 2014",1 hr. 3 min.,Unknown,DLE
37,Panpaka Pants O New-san,24,Finished Airing,Unknown,Kids,"Comedy,",TV,0,#16803,#18938,N/A,341,Sequel to Panpaka Pants W-O-New!. ,"Apr 7, 2017 to Sep 14, 2017",5 min. per ep.,Spring 2017,"None found, add some"
38,Panpaka Pants O-New!,26,Finished Airing,Unknown,Kids,"Comedy,",TV,0,#15713,#18939,N/A,430,Follows a pig whose family's mission is to collect underpants.,"Apr 4, 2015 to Oct 10, 2015",5 min. per ep.,Spring 2015,DLE
39,Panpaka Pants W-O-New!,26,Finished Airing,Unknown,Kids,"Comedy,",TV,0,#16203,#18940,N/A,386,Sequel to Panpaka Pants O-New!. It follows a young underwear-wearing pig and his adventures.,"Apr 2, 2016 to Oct 15, 2016",5 min. per ep.,Spring 2016,DLE
40,Panpaka Pants x Lala-chan,5,Finished Airing,Strategy Game,Kids,Unknown,Movie,0,#17446,#18941,N/A,292,"A three-way collaboration between Lalala Lala-chan, Panpaka Pants, and the Aeon Cinema movie theater company. 

The first is a short promoting good theater etiquette and was screened at all Aeon Cinemas (the same day as the web release). Collaborative goods were sold at 422 Molly Fantasy stores (also owned by the Aeon conglomerate). Molly Fantasy stores had 3 unique collaboration episodes shown on TVs at the store front promoting good gaming etiquette.","Dec 30, 2017 to Jun 30, 2018",40 sec. per ep.,Unknown,"None found, add some"
41,Pants Pankurou,85,Finished Airing,Unknown,Kids,"Comedy,fe,",TV,0,#17682,#18942,N/A,278,"A series of minute-long animated shorts that aired on Japanese public television. Aimed at toddlers and young children, the comedic series is mostly about toilet training.",Apr 2004 to Mar 2008,1 min. per ep.,Spring 2004,"None found, add some"
42,Pao Fu Xiaojie,13,Finished Airing,Adult Cast,Unknown,"fe,",ONA,0,#21301,#18943,N/A,78,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Apr 1, 2011 to 2011",13 min. per ep.,Unknown,"None found, add some"
43,Pao Fu Xiaojie 2nd Season,12,Finished Airing,Adult Cast,Unknown,"fe,",ONA,0,#21468,#18944,N/A,74,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 9, 2011 to ?",14 min. per ep.,Unknown,"None found, add some"
44,Pao Fu Xiaojie 4th Season,12,Finished Airing,Adult Cast,Unknown,"fe,",ONA,0,#21712,#18945,N/A,70,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 15, 2012 to ?",24 min. per ep.,Unknown,"None found, add some"
45,Pao Fu Xiaojie 5th Season,12,Finished Airing,Adult Cast,Unknown,"fe,",ONA,0,#22047,#18946,N/A,64,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 18, 2014 to ?",11 min. per ep.,Unknown,"None found, add some"
46,Pao Fu Xiaojie 7th Season,12,Finished Airing,Adult Cast,Unknown,"fe,",ONA,0,#21822,#18947,N/A,68,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 3, 2016 to Oct 19, 2016",9 min. per ep.,Unknown,"None found, add some"
47,Pao Fu Xiaojie De Jin Yugang,1,Finished Airing,Adult Cast,Unknown,"fe,",ONA,0,#21375,#18948,N/A,76,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Sep 16, 2010",17 min.,Unknown,"None found, add some"
48,Pao Fu Xiaojie: Gan Ai Ji,13,Finished Airing,Adult Cast,Unknown,"fe,",ONA,0,#21985,#18949,N/A,65,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 10, 2015 to ?",12 min. per ep.,Unknown,"None found, add some"
49,Pao Fu Xiaojie: Hua Yang Ji,28,Finished Airing,Adult Cast,Unknown,"fe,",ONA,0,#21794,#18950,N/A,69,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 27, 2013 to ?",6 min. per ep.,Unknown,"None found, add some"
50,Pao Fu Xiaojie: Wennuan Guilai,12,Finished Airing,Adult Cast,Unknown,"fe,",ONA,0,#21529,#18951,N/A,73,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Mar 12, 2012 to 2012",15 min. per ep.,Unknown,"None found, add some"
51,Pao Pao Marin,52,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#23826,#18952,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019 to ?,13 min. per ep.,?,"None found, add some"
52,Pao Pao Meirenyu,26,Finished Airing,Unknown,Unknown,"Adventure,",ONA,0,#23353,#18953,N/A,46,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019,16 min. per ep.,Unknown,"None found, add some"
53,Pao Pao Meirenyu 2nd Season,26,Finished Airing,Unknown,Unknown,"Adventure,",TV,0,#24041,#18954,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019 to ?,16 min. per ep.,?,"None found, add some"
54,Pao Pao Yu Di Meili Shenghuo,52,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#24241,#18955,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2011 to ?,15 min. per ep.,?,"None found, add some"
55,Papa ga Tonda Asa,1,Finished Airing,Unknown,Unknown,"rde,Horror,Suspense,",Special,0,#19310,#18956,N/A,182,Short animation by Keita Kurosaka for MTV Japan.,1997,16 sec.,Unknown,"None found, add some"
56,Papa Mama Bye Bye,1,Finished Airing,Historical,Kids,Unknown,Movie,1,#17951,#18957,N/A,261,"Dungaree-wearing teenage tomboy Kaori lives next door to the brothers Ko and Yasu. One day as Kaori is walking to school, a US jet crashes near the boys' house. Based on the ""1977 Yokohama F-4 crash"" real life incident. 

(Source: The Anime Encyclopedia)","Jul 8, 1984",1 hr. 5 min.,Unknown,Toei Animation
57,Papa Mama Xiaoshihou De Gushi,55,Finished Airing,Unknown,Kids,Unknown,TV,0,#23643,#18958,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,8 min. per ep.,?,"None found, add some"
58,Papan Ga Panda!,Unknown,Currently Airing,Music,Kids,Unknown,TV,0,#18415,#18959,N/A,235,"A series of shorts broadcasted on Kids Station. The star a Panda (with other animals present) as they do quick skits usually revolving around singing, dancing, and exercise.",2012 to ?,30 sec.,?,happyproject
59,Paper Cranes Story: Kenta to Maiko,1,Finished Airing,Historical,Kids,"Fantasy,",OVA,0,#19126,#18960,N/A,192,"Based on the picture eBook of the same name.

One by one, with feeling, the Thousand Paper Cranes are folded.
What if, those paper cranes had a ""life"" of their own...
The purpose given to the Thousand Paper Cranes!
The spectacular adventure of Kenta and Maiko begins now!!

(Source: dreamonefilm)","Apr 11, 2014",26 min.,Unknown,"None found, add some"
60,Parallax,1,Finished Airing,Unknown,Unknown,"rde,",Movie,0,#22303,#18961,N/A,60,A film by Hayato Nove.,2021,33 min.,Unknown,"None found, add some"
61,Patchin shite! Obaachan,1,Finished Airing,Unknown,Unknown,"Drama,",Movie,0,#16929,#18962,N/A,330,"The story takes place in Kanazawa and tells the story of Yasue, an old woman who suddenly became very ill, her whole body paralyzed. She is told by her doctor she only has two weeks to live...","Mar 10, 1992",1 hr. 30 min.,Unknown,"None found, add some"
62,Patta Potta Monta,26,Finished Airing,Unknown,Kids,"Comedy,fe,",TV,2,#17497,#18963,N/A,288,Three monkey brothers from the from an urban city go to live in the countryside. There's no convenience store nor arcades there; truly bare-bones. The story follows their daily lives trying to make friends and have fun amongst the villagers. ,"Aug 1, 2006 to Jan 30, 2007",25 min. per ep.,Summer 2006,"None found, add some"
63,Peace Shitenchou,5,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#19376,#18964,N/A,178,Shorts created to promote Ehime Bank's mascot character Peace.,"Dec 14, 2014 to Feb 13, 2015",35 sec. per ep.,Unknown,Pops Inc.
64,Peach Command Shin Momotarou Densetsu,24,Finished Airing,Unknown,Unknown,"Adventure,Comedy,",TV,0,#16421,#18965,N/A,368,A continuation of Momotarou Densetsu.,"Oct 8, 1990 to Apr 1, 1991",25 min. per ep.,Fall 1990,Knack Productions
65,Peeban,6,Finished Airing,Unknown,Unknown,"Comedy,",OVA,0,#18909,#18966,N/A,204,The episodes follow a pig named Peeban and his friends.,"Apr 22, 2010",5 min. per ep.,Unknown,GARDEN LODGE
66,Peeping Life × Jidousha Tenken Seibi Suishin Undou,1,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#18169,#18967,N/A,248,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Sep 1, 2014",4 min.,Unknown,CoMix Wave Films
67,Peeping Life Movie: We Are The Hero,9,Finished Airing,Unknown,Unknown,"Comedy,fe,",OVA,1,#16176,#18968,N/A,388,Movie of Peeping Life.,"Nov 15, 2014",7 min. per ep.,Unknown,"None found, add some"
68,Peeping Life x I-O Data: Quiz!! Input Output,8,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#15784,#18969,N/A,423,A collaboration with the Peeping Life franchise and I-O Data (a Japanese computer peripheral manufacturer). ,"Nov 30, 2012 to Jul 20, 2013",5 min. per ep.,Unknown,"None found, add some"
69,Peeping Life x Kaijuu Sakaba Kaiji: Kaijuu-tachi ga Iru Tokoro,10,Finished Airing,Unknown,Unknown,"Comedy,fe,Supernatural,",OVA,0,#15707,#18970,N/A,431,"Peeping Life collaboration with Kaijuu Sakaba, a real tavern where kaijuu costumes from the Ultraman franchise are on display. Events are held where people can dine with the actors dressed in the kaijuu costumes.

This Peeping Life collaboration was in honor of Kaijuu Sakaba's grand re-opening in Kawasaki and opening of a second tavern in Osaka and focuses on the kaijuu's daily lives outside of fighting Ultraman.","Jul 10, 2015",5 min. per ep.,Unknown,"None found, add some"
70,Peeping Life x Kids Station,3,Finished Airing,Unknown,Unknown,"Comedy,fe,",Special,0,#16227,#18971,N/A,384,"In honor of Peeping Life's broadcast on Kids Station, three CMs were made for the TV channel. ","Jul 6, 2011 to 2011",2 min. per ep.,Unknown,"None found, add some"
71,Peeping Life x Sanyo,6,Finished Airing,Unknown,Unknown,"Comedy,fe,",ONA,0,#15994,#18972,N/A,402,A Peeping Life and Sanyo collaboration made to promote Sanyo's summer ocean themed pachinko line with a Momotarou Densetsu pachinko game machine.,"Jul 3, 2016 to Jul 6, 2017",5 min. per ep.,Unknown,"None found, add some"
72,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland,10,Finished Airing,Parody,Unknown,"Comedy,",OVA,0,#15222,#18973,N/A,479,An incarnation of the Peeping Life franchise covers Tezuka anime characters and Tatsunoko Production anime characters such as Princess Sapphire and Casshern.,"Jun 25, 2013",5 min. per ep.,Unknown,"None found, add some"
73,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,4,Finished Airing,Parody,Unknown,"Comedy,",ONA,0,#15583,#18974,N/A,442,4 Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland episodes that did not make it to the official DVD. ,"Jun 6, 2013 to Jun 27, 2013",6 min. per ep.,Unknown,"None found, add some"
74,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland Specials,2,Finished Airing,Parody,Unknown,"Comedy,",Special,0,#15950,#18975,N/A,406,2 bonus episodes done as a part of the 100th Anniversary campaign video collaboration with Universal Studios. Episode 1 features E.T. and episode 2 features Jaws.,"Jun 25, 2013",5 min. per ep.,Unknown,"None found, add some"
75,Peeping Life: The Perfect Explosion Specials,2,Finished Airing,Unknown,Unknown,"Comedy,fe,",Special,0,#15714,#18976,N/A,430,"Specials included on the DVD release of Peeping Life: The Perfect Explosion that focus on Otaku-kun talking about ""Celebrating Universal's 100th Anniversary"" and Otaku-kun interacting with a animegao kigurumi performer in ""Madeleine and the Pocket Tissues."" ","Oct 18, 2012",4 min. per ep.,Unknown,"None found, add some"
76,Peeping Life: The Perfect Extension Specials,2,Finished Airing,Unknown,Unknown,"Comedy,fe,",Special,0,#16107,#18977,N/A,393,"Specials included on Peeping Life: The Perfect Extension OVA, these were not considered a part of the normal episode count of the OVA. Both episodes follow Otaku-kun as he reviews Hoshi wo Ou Kodomo and Planzet.","Sep 23, 2011",3 min. per ep.,Unknown,"None found, add some"
77,Peeping Life: TV Asahi Josei Announcer Collab,1,Finished Airing,Unknown,Unknown,"Comedy,fe,",Special,0,#15371,#18978,N/A,463,"In honor of Peeping Life's broadcast on TV Asahi, a special episode was made featuring Otaku-kun and a female announcer from the TV station.","Aug 19, 2011",5 min.,Unknown,"None found, add some"
78,Pen & Magic,1,Finished Airing,Unknown,Unknown,"Fantasy,",Movie,0,#22986,#18979,N/A,50,"A boy finds a magical pen. When he draws in a notebook with the pen, something happens.

(Source: Aichi International Women's Film Festival)",2019,5 min.,Unknown,Studio A. Craft
79,Peng Peng De Shijie,78,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#23827,#18980,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,8 min. per ep.,?,"None found, add some"
80,Peng Peng Huan Youji,28,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#23521,#18981,N/A,44,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 8, 2013 to ?",10 min. per ep.,?,"None found, add some"
81,Penguin Boy Lulu to Kiki,1,Finished Airing,Unknown,Unknown,Unknown,Movie,0,#20672,#18982,N/A,101,A stop motion puppet animation by Tadahito Mochinaga.,Sep 1958,17 min.,Unknown,"None found, add some"
82,Penguin no Mondai DX?,52,Finished Airing,Unknown,Kids,"Comedy,",TV,0,#16899,#18983,N/A,334,The continuation of Penguin no Mondai Max.,"Apr 2, 2011 to Mar 31, 2012",10 min. per ep.,Spring 2011,Shogakukan Music & Digital Entertainment
83,Penguin no Mondai Max,50,Finished Airing,Unknown,Kids,"Comedy,",TV,0,#16764,#18984,N/A,344,The continuation of Penguin no Mondai.,"Apr 3, 2010 to Mar 26, 2011",10 min. per ep.,Spring 2010,Shogakukan Music & Digital Entertainment
84,Penguin no Mondai Movie,1,Finished Airing,Unknown,Kids,"Comedy,",Movie,0,#17275,#18985,N/A,305,Penguin no Mondai Movie.,"Sep 19, 2009",23 min.,Unknown,"None found, add some"
85,Penguin no Mondai POW,51,Finished Airing,Unknown,Kids,Unknown,TV,0,#19448,#18986,N/A,174,Final Season of Penguin no Mondai.,"Apr 7, 2012 to Mar 30, 2013",1 min. per ep.,Spring 2012,Shogakukan Music & Digital Entertainment
86,Penpe to Pinpi,12,Finished Airing,Unknown,Unknown,"fe,",ONA,0,#20379,#18987,N/A,120,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 9, 2022 to Mar 26, 2023",1 min. per ep.,Unknown,"None found, add some"
87,PePePePengiin,13,Finished Airing,Unknown,Unknown,"Comedy,",TV,2,#14457,#18988,N/A,588,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 2, 2016 to Dec 25, 2016",2 min. per ep.,Fall 2016,DLE
88,Perestroika,12,Finished Airing,Unknown,Unknown,"Comedy,",OVA,0,#18585,#18989,N/A,224,"Perestroika is a short animation series of 12 episodes, each lasting 2 minutes. The main characters are 3 Russian who have emigrated to an un-named country. They are always broke and looking for that night's supper. Their hunger drives them into some very strange situations or causes them to hatch some pretty weird schemes.

This animation is made with 1:12"" and 1:24"" scale miniture backgrounds and props, which creates a feeling of traditional stop motion animation. The mixture of these analog and digital techniques creates a very original harmony. 

(Source: AniDB)","Oct 24, 2008",2 min. per ep.,Unknown,"None found, add some"
89,Period of the Mouseman,1,Finished Airing,Unknown,Unknown,"Drama,Romance,Sci-Fi,",Movie,0,#19638,#18990,N/A,163,"In Period of the Mouseman, a young man grapples with his transformation into a cyborg modeled after a mouse

(Source: HDIVE)",2018,20 min.,Unknown,Studio Kingyoiro
90,Perrine Monogatari Movie,1,Finished Airing,Historical,Unknown,"Drama,fe,",Movie,0,#14809,#18991,N/A,530,Movie version of the TV series Perrine Monogatari.,"Jun 30, 1990",1 hr. 50 min.,Unknown,Nippon Animation
91,Perrine Monogatari Specials,2,Finished Airing,Historical,Unknown,"Drama,",Special,0,#15529,#18992,N/A,447,A summary of the full series aired as a TV specials.,"Jan 28, 2001 to 2001",45 min. per ep.,Unknown,Nippon Animation
92,Pescadool,1,Finished Airing,Music,Unknown,"fe,",ONA,0,#21450,#18993,N/A,75,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 2, 2013",2 min.,Unknown,"None found, add some"
93,Peter Pan no Bouken (Movie),1,Finished Airing,Space,Kids,"Adventure,Sci-Fi,",Movie,0,#23084,#18994,N/A,49,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,25 min.,Unknown,"None found, add some"
