,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
11,Feng Shu Zhan Jing,26,Finished Airing,Mecha,Unknown,"Action,Adventure,",TV,0,#17611,#16012,N/A,281,"During ancient times, the hostile jellyfish-like aliens invaded Earth. One of the genius ape-man possessed the high-technology Dinosaur Configurator and defeated the aliens and saved the world. 

In present days, Configuration Technology has changed the entire world.  Andy, Toothy and Hero have to defend together with the Super Force the world from the criminal scientist ""The Mole"" and the Space Jellyfish leader that invaded Earth millions years ago. The Space Jellyfish leader is trapped on Earth for many years and hopes to gain back its energy to conquer Earth again. 

Andy and his friends need to train and defend the Earth with their hi-tech robots -- The Configurators!

(Source: CHINAnimax)","Dec 22, 2010 to 2011",22 min. per ep.,?,"None found, add some"
12,Feng Shu Zhan Jing 2,26,Finished Airing,Mecha,Kids,"Adventure,",TV,0,#17948,#16013,N/A,261,Second season of Feng Shu Zhan Jing.,Feb 2012 to Dec 2012,22 min. per ep.,Winter 2012,"None found, add some"
13,Fengchen Xiao Youxia,26,Finished Airing,Historical,Kids,"Adventure,",TV,0,#22523,#16014,N/A,56,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2001,22 min. per ep.,?,Shanghai Animation Film Studio
14,Fenghuang Ji Xiang Yu Qingming Shanghe Tu,13,Finished Airing,Unknown,Kids,Unknown,TV,0,#21636,#16015,N/A,71,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2020,7 min. per ep.,?,"None found, add some"
15,Fengkuang Chou Xiao Ya,1,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",Movie,0,#22210,#16016,N/A,61,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 3, 2016",1 hr. 24 min.,Unknown,"None found, add some"
16,Fengkuang Douniu Chang,1,Finished Airing,Unknown,Kids,"Fantasy,",Movie,0,#22589,#16017,N/A,55,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 3, 2019",1 hr. 22 min.,Unknown,"None found, add some"
17,Fengkuang Menghuan Cheng,1,Finished Airing,Anthropomorphic,Kids,"Adventure,Fantasy,",Movie,0,#22746,#16018,N/A,53,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Sep 21, 2019",1 hr. 18 min.,Unknown,"None found, add some"
18,Fengkuang Shidai,12,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#23222,#16019,N/A,48,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 14, 2015 to ?",6 min. per ep.,Unknown,"None found, add some"
19,Fengkuang Shidai 2: Gan Wen LU Zai Hefang,14,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#23080,#16020,N/A,49,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 26, 2016 to ?",8 min. per ep.,Unknown,"None found, add some"
20,Fengkuang Wanju Cheng,1,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",Movie,0,#23223,#16021,N/A,48,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Apr 29, 2016",1 hr.,Unknown,"None found, add some"
21,Fengkuang Xiao Tang,52,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#23846,#16022,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 19, 2013 to ?",10 min. per ep.,?,"None found, add some"
22,Fengkuang Xiao Tang 2nd Season,52,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#24246,#16023,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2015 to ?,9 min. per ep.,?,"None found, add some"
23,Fengkuang Xiao Tang 3rd Season,52,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#24040,#16024,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,8 min. per ep.,?,"None found, add some"
24,Fengkuang Xiao Tang 4th Season,30,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#24306,#16025,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2018 to ?,8 min. per ep.,?,"None found, add some"
25,Fengkuang Xiao Tang 5th Season,30,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#24041,#16026,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,7 min. per ep.,?,"None found, add some"
26,Fengkuang Xiao Tang 6th Season,30,Finished Airing,Unknown,Kids,Unknown,TV,0,#24042,#16027,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,8 min. per ep.,?,"None found, add some"
27,Fengle! Gui Bao,52,Finished Airing,Unknown,Kids,"Comedy,Sci-Fi,",TV,0,#22524,#16028,N/A,56,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Feb 6, 2018 to ?",13 min. per ep.,?,"None found, add some"
28,Fengxing Tianxia,26,Finished Airing,Unknown,Unknown,"Adventure,Fantasy,",TV,0,#23649,#16029,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2008 to ?,20 min. per ep.,?,"None found, add some"
29,Fengyu Lang Qiao,1,Finished Airing,Unknown,Unknown,"Action,Suspense,",ONA,0,#20757,#16030,N/A,96,"In the troubled times at the end of the Tang Dynasty, the cannibalism spreads. The knight-errant who used to wield his sword has become an old man suffering from old illnesses, living cautiously in order to feed his hunger. Until he meets a little girl, and his dormant fighting spirit and humanity are re-awakened.",2020,22 min.,Unknown,"Nice Boat Animation,       TrioPen Studio"
30,Fengyun Qi Dui,26,Finished Airing,Anthropomorphic,Kids,"Fantasy,Sports,",TV,0,#21166,#16031,N/A,81,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Jun 2011 to Aug 2011,11 min. per ep.,Summer 2011,"None found, add some"
31,Fengzi Wuyu: Xian Luo Pian,20,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",ONA,1,#15755,#16032,N/A,426,The second season of Fengzi Wuyu.,"Oct 3, 2022 to Feb 6, 2023",20 min. per ep.,Unknown,"None found, add some"
32,Fengzi Wuyu: Yinhe Pian,20,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",ONA,2,#19081,#16033,N/A,194,"In our infinite universe, there are countless planets and worlds. Among those shining stars, there exists a world called ""The Roc Kun"". The continent of wind is a land of wars and disorders.

Here, a story of a warrior, is about to begin...

(Source: MangaToon)","May 4, 2021 to Oct 12, 2021",18 min. per ep.,Unknown,"None found, add some"
33,Fettu to Ccine to Gummi Seijin,1,Finished Airing,Unknown,Unknown,"Comedy,",ONA,1,#18507,#16034,N/A,229,A promotional web anime created for the company Bourbon.,Mar 2015,3 min.,Unknown,Pops Inc.
34,Ficfyon7,1,Finished Airing,Psychological,Unknown,"rde,",Movie,1,#18881,#16035,N/A,205,"The noise of the badly projected cathode ray tube image cleared up and a news program called ""Ficfyon 7"" appeared on the monitor. Professor Kim Wilson, an expert on the mysterious genre of ""Ficfyon"" was introduced as a guest, and the host asked him questions about the current state of ""Ficfyon."" The professor's answer was not in words, but a mysterious gesture. With the presenter's astonished expression, the images on the monitor split and repeat like a matryoshka. Eventually, the program ends as if nothing had happened, but the strange loop continues afterwards...

(Source: CaRTe bLaNChe)",2004,3 min.,Unknown,"None found, add some"
35,FIFA,1,Finished Airing,Team Sports,Unknown,"Sports,",ONA,0,#20655,#16036,N/A,102,"Football stars from all over the world pass the ball to each other and finally get together to celebrate the Chinese New Year.

(Source: YouTube)","Feb 8, 2023",1 min.,Unknown,Steamworks
36,Fight Da!! Pyuta,26,Finished Airing,Unknown,Shounen,"Action,Comedy,Sci-Fi,",TV,0,#14761,#16037,N/A,537,"A young boy uses his scientific skills to fight enemies.

(Source: AniDB)","Apr 6, 1968 to Sep 28, 1968",24 min. per ep.,Spring 1968,"None found, add some"
37,Fighting 32nd Olympic,1,Finished Airing,Unknown,Unknown,"Sports,",ONA,0,#20376,#16038,N/A,119,"An Olympic Opening AD made by SteamWorks Studio using paper-cut animation. This animation used 45 kinds of different paper and more than 600 pieces of props.

(Source: YouTube)","Feb 15, 2022",1 min.,Unknown,Steamworks
38,Final Fantasy XIV: Seoduleuji anh-ado gwaenchanh-a,1,Finished Airing,Unknown,Unknown,"Fantasy,",ONA,1,#19592,#16039,N/A,166,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Feb 16, 2021",2 min.,Unknown,"None found, add some"
39,Fire Emblem Heroes - Book V Ending Movie,1,Finished Airing,Unknown,Unknown,"Fantasy,",ONA,2,#19082,#16040,N/A,194,"Eitri has a few words for all you summoners out there. Watch if you're feeling bold, but be warned… It's not for the faint of heart! 

(Source: Official Twitter)","Nov 28, 2021",3 min.,Unknown,"None found, add some"
40,Fire Emblem Heroes: Askr Oukoku Teiten Camera (Eir no 1-nichi),1,Finished Airing,Iyashikei,Unknown,"Fantasy,fe,",ONA,0,#17735,#16041,N/A,274,Enjoy the ambience as Eir and some other Fire Emblem Heroes go about their day.,"Nov 12, 2022",35 min.,Unknown,"None found, add some"
41,Fire Robo 119 tai Kyonshii Kyonta,1,Finished Airing,Educational,Kids,"Sci-Fi,Supernatural,",OVA,0,#20541,#16042,N/A,110,"An educational children's film about fire safety starring Fire Robot 119, a cyborg fireman. He fights a kyonshii, known as a Chinese hopping vampire/zombie (natively called jianshi in Chinese but kyonshii in Japan). Kyonshii horror films were popular in the late 80s.",1990,16 min.,Unknown,"None found, add some"
42,Flicker Love No.1,1,Finished Airing,Unknown,Unknown,"rde,",Movie,0,#17930,#16043,N/A,262,"After seeing Velvet Underground perform in Andy Warhol’s Exploding Plastic Inevitables in New York, Tanaami became interested stroboscopic effects. This flicker film was conceived as the first of many but this was the only one that was realized.

(Source: Collaborative Cataloging Japan)",1971,4 min.,Unknown,"None found, add some"
43,Float,1,Finished Airing,Music,Unknown,Unknown,Movie,0,#19821,#16044,N/A,152,A fishing boat full of pigs dressed in uniforms trying to reel in a massive whale.,2015,2 min.,Unknown,"None found, add some"
44,Fojiao Donghua: Dashi Zhi Pusa Nianfo Yuantong Zhang,1,Finished Airing,Unknown,Unknown,"Drama,",Special,1,#17721,#16045,N/A,275,Short Chinese animation about Buddha.,2012,6 min.,Unknown,"None found, add some"
45,Forest and Trees,1,Finished Airing,Music,Unknown,"rde,",Movie,0,#20860,#16046,N/A,92,"""Forest and Trees"" is an installation of moving images and sounds employing 12 digital photo frames. The animation and its sound effects playing through the internal speakers of each frame gradually come together to form music. The work's title suggests the artist's interest in having the work received in a way that shifts recognition back and forth between the whole.

(Source: Official Site)",2011,3 min.,Unknown,"None found, add some"
46,Forestry,1,Finished Airing,Unknown,Unknown,"Comedy,",Special,0,#17807,#16047,N/A,268,"A tale of a man and a woman who get in trouble by the mischief of smoke blown out of a tree's hole in the woods.

(Source: Official website)
",2008,4 min.,Unknown,"None found, add some"
47,Form of Stress,1,Finished Airing,Mecha,Unknown,Unknown,Movie,0,#18719,#16048,N/A,214,"Bowda Katsuhi's independent work, again featuring another prototype of Pulta for the Robot Pulta anime when he was hired by the NHK. ",1992,Unknown,Unknown,"None found, add some"
48,Forza! Hidemaru,26,Finished Airing,Team Sports,Unknown,"Sports,",TV,1,#15140,#16049,N/A,489,"A soccer anime with a cast of wacky animals in sports getup seems far out of its time in the early 21st century, but it was the year of the World Cup in Japan and South Korea, and the very young audience sees these tropes with fresh eyes. Hidemaru is a feisty fox; his friends include bunnies, dogs, horses, and a couple of hefty hippo girls. 

Based on a manga Hidemaru the Soccer Boy by Makoto Mizobuchi, serialized in CoroCoro Comics. 

(Source: AnimeVice)","Apr 6, 2002 to Sep 28, 2002",25 min. per ep.,Spring 2002,Gallop
49,Fou Fou Zheng Nengliang,10,Finished Airing,Unknown,Kids,"Comedy,",ONA,0,#22998,#16050,N/A,50,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 9, 2013 to ?",7 min. per ep.,Unknown,"None found, add some"
50,Fox Wood Monogatari,3,Finished Airing,Unknown,Kids,"Adventure,",OVA,0,#17464,#16051,N/A,291,"Harvey, Rue, and Willie are a hedgehog, rabbit, and mouse who live in a windmill in the peaceful town of Fox Wood, where they have several adventures in this short-lived series based on the children's picture books by the British creators Cynthia and Brian Paterson. 

(Source: Anime Encyclopedia)","Jan 21, 1991 to Feb 21, 1992",25 min. per ep.,Unknown,"None found, add some"
51,Freaky Highschool,69,Finished Airing,School,Unknown,"Horror,",TV,0,#15006,#16052,N/A,504,A cutesy horror anime. Everyone in town is monster but they're living their lives like normal while attending high school.,"Jun 10, 2016 to Sep 29, 2017",Unknown,Summer 2016,"None found, add some"
52,Friend.,1,Finished Airing,Anthropomorphic,Unknown,"Drama,",Movie,0,#20407,#16053,N/A,118,Haruka Suzuki's graduation film.,2011,3 min.,Unknown,"None found, add some"
53,From North Field,2,Finished Airing,Unknown,Unknown,"fe,",ONA,0,#20490,#16054,N/A,113,"The Hokuren Federation of Agricultural Cooperatives, Hokkaido's top Japan Agricultural Cooperatives group, produced a PR anime titled from North Field which released on YouTube. The anime commemorates the organization's 100th anniversary and tells the story of a young man who joins the group.

(Source: ANN)","Dec 19, 2019 to Dec 17, 2020",10 min. per ep.,Unknown,"Telecom Animation Film,       Robot Communications"
54,Fu Guo Xi Mei Kepu Xiao Yuandi,200,Finished Airing,Unknown,Kids,Unknown,TV,0,#23224,#16055,N/A,48,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2013 to ?,5 min. per ep.,?,"None found, add some"
55,Fu Guo Xi Mei Kexue Shijie Tanxian Ji,200,Finished Airing,Unknown,Kids,"Adventure,",TV,0,#23847,#16056,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,5 min. per ep.,?,"None found, add some"
56,Fu Le Xunbao Lixian Ji,52,Finished Airing,Unknown,Kids,Unknown,TV,0,#23895,#16057,N/A,41,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2012 to ?,12 min. per ep.,?,"None found, add some"
57,Fu Wawa Kaixin Youji,21,Finished Airing,Unknown,Kids,Unknown,TV,0,#23650,#16058,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2006 to ?,11 min. per ep.,?,"None found, add some"
58,Fu Wu Shu: Sanshiliu Ji,36,Finished Airing,Anthropomorphic,Kids,"Adventure,Fantasy,",TV,0,#23000,#16059,N/A,50,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 20, 2008 to ?",18 min. per ep.,?,"None found, add some"
59,Fu Wu Shu: Sunzi Bingfa,26,Finished Airing,Anthropomorphic,Kids,"Adventure,Fantasy,",TV,0,#22947,#16060,N/A,51,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Nov 2009 to ?,16 min. per ep.,?,"None found, add some"
60,Fu Wu Shu: Zhanguo Fengyun,26,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#23225,#16061,N/A,48,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Sep 2012 to ?,25 min. per ep.,?,"None found, add some"
61,Fuan na Karada,1,Finished Airing,Unknown,Unknown,"rde,",Movie,0,#21362,#16062,N/A,76,"Living things, artificial things, geometry shapes, and lines. When these different things encounter, a new direction is born. Desiring it as the sense of touch, things keep chasing it forever. Animation of tactility you only can let yourself go with the streaming of the images.

(Source: NEW DEER)",2021,5 min.,Unknown,"None found, add some"
62,Fuaxiao Chuanqi,1,Finished Airing,Unknown,Unknown,"Mystery,Sci-Fi,",Movie,0,#21957,#16063,N/A,66,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jan 4, 2018",1 hr. 8 min.,Unknown,"None found, add some"
63,Fubiao,1,Finished Airing,Unknown,Unknown,"Drama,Sports,",Movie,0,#21088,#16064,N/A,83,"A buoy is a simple landmark. This gives people more interpretation of space. The story will use the concept of a buoy to reveal the relationship between people to people in life.

(Source: TIAF)",2020,5 min.,Unknown,"None found, add some"
64,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 4th Season,3,Finished Airing,Isekai,Unknown,"ve,Fantasy,",ONA,0,#18440,#16065,N/A,233,Fourth season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.,"Dec 9, 2022 to Dec 23, 2022",2 min. per ep.,Unknown,AQUA ARIS
65,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 5th Season,3,Finished Airing,Isekai,Unknown,"ve,Fantasy,",ONA,0,#19151,#16066,N/A,190,Fifth season of Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita.,"May 10, 2023 to May 24, 2023",2 min. per ep.,Unknown,AQUA ARIS
66,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater,11,Finished Airing,Space,Shounen,"Adventure,Sci-Fi,",OVA,1,#16032,#16067,N/A,399,Based on a story by Fujiko F. Fujio.,Mar 1990 to Oct 1991,27 min. per ep.,Unknown,"Gallop,       Magic Bus,       Animation 21"
67,Fujilog (ONA),2,Finished Airing,Music,Unknown,"Comedy,",ONA,0,#18007,#16068,N/A,257,"The first episode is a motion capture of the Fujilog characters with Perfume's song with the raw data provided by the Perfume website.

The second episode is smooth/realistic CG animation on top of real life footage; it shows Fujiyama in his OSAM 1-gou that we see in the TV series.
","Mar 29, 2012 to Jul 20, 2012",36 sec. per ep.,Unknown,"None found, add some"
68,Fujilog 2nd Season,13,Finished Airing,Unknown,Unknown,"Comedy,",TV,0,#15732,#16069,N/A,429,"More about the hapless life of Osamu Fujiyama, 33 years old and NEET (Not in Education, Employment or Training).","Oct 2, 2011 to Dec 26, 2011",4 min. per ep.,Fall 2011,"None found, add some"
69,Fuku-chan,71,Finished Airing,Unknown,Kids,"fe,",TV,1,#16179,#16070,N/A,388,"Childish goings-on for Fukuo Fuchida (also known as Fuku-chan) a small boy who attends nursery school with his ""girlfriend"" Kumi and hangs out with his playmates Namiko (whose parents own a china shop), her younger brother, Kiyo, naughty twins Doshako and Garako and school bully Ganchan.

(Source: Anime Encyclopedia)","Feb 11, 1982 to Mar 27, 1984",25 min. per ep.,Winter 1982,Shin-Ei Animation
70,Fuku-chan no Kishuu,1,Finished Airing,Historical,Unknown,"Comedy,",Movie,0,#15065,#16071,N/A,498,"The first film of the Fuku-chan trilogy. Based on a popular newspaper comic strip at the time, Fuku-chan was re-invented for propaganda use.","Mar 15, 1942",11 min.,Unknown,Shochiku Animation Institute
71,Fuku-chan no Zousan Butai,1,Finished Airing,Historical,Unknown,"Comedy,",Movie,0,#15857,#16072,N/A,414,"The second film of the Fuku-chan triology. Based on a popular newspaper comic strip at the time, Fuku-chan was re-invented for propaganda use. In this one Fuku-chan tries to rally up the fighting spirit of the troops.","Jul 1, 1943",11 min.,Unknown,Shochiku Animation Institute
72,Fumidukai,1,Finished Airing,Historical,Unknown,"Romance,",Movie,0,#22948,#16073,N/A,51,"Around 1,000 years ago in Japan, Kyoto was the center of the government and the nobles seized political power. During this era, there were female dancers called Shirabyoushi and they performed for nobles. This story is about a slightly mysterious love between a Shirabyoushi and her coachman.

(Source: YouTube)",2004,14 min.,Unknown,Hand to Mouse.
73,FunaQ: Funassyi to Soutai-kun,14,Finished Airing,Unknown,Unknown,"fe,",ONA,0,#19192,#16074,N/A,188,A variety talk show done through CGI animation of Funassyi (mascot character of the Tokyo suburb Funabashi) and Soutai-kun (mascot hero/disaster prevention character of the Tokyo ward Nerima).,"May 12, 2013 to Mar 31, 2014",12 min. per ep.,Unknown,"None found, add some"
74,Funassyi no Funafunafuna Biyori,130,Finished Airing,Unknown,Kids,"Comedy,fe,",TV,0,#15958,#16075,N/A,405,"Funassyi, the popular pear-shaped mascot character of the Tokyo suburb Funabashi, will premiere its own series of television anime shorts on March 30. The Funassyi no Funafunafuna Hiyori (Funassyi's Aimless Days) shorts will run every weekyday within the morning variety program Sukkiri!! Besides Funassyi, the anime will feature the brand-new character Guressyi (voiced by Lynn) and Nashigami-sama (Naoki Tatsuta).

(Source: ANN) 
","Mar 30, 2015 to Sep 25, 2015",1 min. per ep.,Spring 2015,Asahi Production
75,Funassyi to Yukaina Kyoudai,4,Finished Airing,Unknown,Kids,"Comedy,",ONA,0,#18345,#16076,N/A,238,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jan 19, 2015 to Sep 28, 2015",3 min. per ep.,Unknown,"None found, add some"
76,Funi Funi Marshmallow,1,Finished Airing,Unknown,Kids,Unknown,ONA,0,#18161,#16077,N/A,248,"An Kamio Japan character line, Funi Funi Marshmallow was originally released as a 3DS game people could purchase from the Japan Nintendo eShop. Now these cute marshmallow critters have their own show!","Feb 15, 2017",1 min.,Unknown,Kamio Japan
77,Furidashita Ame,1,Finished Airing,Unknown,Kids,Unknown,OVA,0,#19850,#16078,N/A,149,"Two boys always want to leave home early when it's about to rain. But even in difficult situations, there is a joy and satisfaction for finishing the roles they're assigned to (eg. cleaning the classroom).",Not available,11 min.,Unknown,"None found, add some"
78,Furiten-kun,1,Finished Airing,Unknown,Seinen,"Comedy,fe,",Movie,0,#15583,#16079,N/A,442,Based on the yonkoma manga by Ueda Masashi.,"Apr 11, 1981",1 hr. 15 min.,Unknown,Knack Productions
79,Furiten-kun (1990),2,Finished Airing,Unknown,Seinen,"Comedy,fe,",OVA,0,#16539,#16080,N/A,360,Continuation of the everyday life adventures of the avid mahjong player Furiten-kun.,"Jun 21, 1990 to Jul 21, 1990",30 min. per ep.,Unknown,Knack Productions
80,Fushigi Dagashiya: Zenitendou Movie - Tsuri Taiyaki,1,Finished Airing,Unknown,Kids,"Mystery,",Movie,0,#14119,#16081,N/A,644,"The movie will adapt the first volume following an eight-year-old boy Keiji getting a mysterious snack that can make him fish taiyaki (Japanese fish-shaped cake).

(Source: MAL News)","Aug 14, 2020",Unknown,Unknown,Toei Animation
81,Fushigi na Ano Ko wa Suteki na Kono Ko,154,Finished Airing,Unknown,Kids,"Adventure,",TV,0,#17956,#16082,N/A,260,An NHK toddler's anime following animals and their adventures.,"Apr 4, 1994 to Apr 4, 1997",1 min. per ep.,Spring 1994,"None found, add some"
82,Fushigi Naido,1,Finished Airing,Historical,Kids,"Fantasy,",Movie,0,#18608,#16083,N/A,222,A stop-motion animation about sisters doing chores. One of them falls into a well and gets transported to a wonderland trying to retrieve a pail. There she helps the various creatures in wonderland and receives rewards. Upon returning home the other sister is jealous and tries the same but is rude and helps no one out of her selfishness.,1973,18 min.,Unknown,"None found, add some"
83,Fushigi no Kuni no Alice Specials,2,Finished Airing,Anthropomorphic,Kids,"Adventure,Fantasy,",Special,1,#17855,#16084,N/A,267,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,25 min. per ep.,Unknown,Nippon Animation
84,Fushigi no Yappo Shima: Pukipuki to Poi,25,Finished Airing,Unknown,Kids,Unknown,TV,0,#18720,#16085,N/A,214,A stop-motion animation with felt characters on a small island floating in the sea.,"Jan 9, 2012 to Feb 10, 2012",5 min. per ep.,Winter 2012,"None found, add some"
85,Fushigiboshi no☆Futagohime: Marugoto DVD,1,Finished Airing,Mahou Shoujo,Unknown,"Comedy,Fantasy,",OVA,0,#16452,#16086,N/A,366,"An appendix and recap OVA bundled with the September 2005 issue of Youchien, a kindergartner magazine, that is published by the same parent company as Fushigiboshi no☆Futagohime's manga (which ran in the magazine Chao). 

The OVA's intro starts with an animegao kigurumi of Rein and Fine speaking to the viewer when it then delves into the animated body recapping the series but primarily explaining the mechanics and politics of the world. The OVA ends with the animegao kigurumi again, where the actors dance the same dance as the ED of the anime.

The OVA was released in the day after the 18th episode aired.","Jul 31, 2005",21 min.,Unknown,Hal Film Maker
86,Fushou Shita Senro to Tsuki,1,Finished Airing,Unknown,Kids,Unknown,OVA,0,#19933,#16087,N/A,144,"Based on a children's book of the same name.

The film teaches the importance of mind and that everything is connected.",2010,15 min.,Unknown,"None found, add some"
87,Fushouji no Mizen Boushi: Saihatsu Boushi Series,2,Finished Airing,Educational,Unknown,"Drama,",OVA,0,#20087,#16088,N/A,135,"A 2-disc OVA series created for businesses under the supervision of two lawyers. It's main goal is to be a scandal prevention tool. The focus is scandals in a work environment, as in how they happen and how supervisors are to handle the situation. 

Disc 1 covers voyeurism (mainly taking up-skirt photos of school girls in public places), stalking, drunk driving, and illegal drug use. 

Disc 2 handles embezzlement, IP theft, and maternity harassment/pregnancy discrimination (a common issue in Japan where women are bullied into quitting when seeking maternity leave. Some women receive this harassment in the form of being passed over for promotions even when not pregnant/without kids because they might one day become pregnant in the future). 

Some topics deal cover two versions of the issue. Such as IP theft on purpose (someone selling company information) and IP theft by accident (losing a USB full of data on a train with company information).","Mar 25, 2015",30 min. per ep.,Unknown,"None found, add some"
