,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
524,manhwa,The Red Knight Seeks No Reward,Unknown,Publishing,"Fantasy,Romance",3,#10992,#6370,7.15,"1,379","Knee-deep in debt, Black Knight Judith's whole life revolved around money. She only bothered with actions that would net her a profit; no matter how unscrupulous the deed, it was fine as long as she was paid. However, after her superior stabs her in the back, she begins to rethink the tenets she has lived her life by.

The next thing she knows, Judith has returned to the past, before she joined the Order of Black Knights. This time, she resolves to become a true knight—one who will not waver in the face of money and wields her sword with honor. The perfect opportunity to do so arrives when Captain Kaillou Lewalmeigh offers her a place in the Order of Red Knights. Abandoning her former cloak, Judith dons the red uniform, resolving to leave behind her money-grubbing habits and embrace the morals and righteousness of knighthood.

[Written by MAL Rewrite]",Unknown,"Rosiwon (Story), Song, Jaemin (Art)","Jun  12, 2021 to ?"
525,manhwa,Gwisin Byeolgok,Unknown,Finished,"Action,Comedy,Romance,Supernatural",6,#8215,#6380,7.15,"2,022","When Ah-ryoung was only a baby, her mother made a pact with a demon named Nachal, who would claim Ah-ryoung's body once she turns 15. Ah-ryoung has inherited her mother's considerable spiritual powers, but that ""gift"" that allows her to see ghosts even from an early age, has made her an outcast from the other kids. She has finally turned 15, and it's now time for the demon to claim her body... but then an accident happens...

(Source: Easy Going Scans, edited)",9,"Han, Hyun-Dong (Story & Art)",2008 to  2011
526,manhwa,The Kidnapping of Minja Jo's Boyfriend,7,Finished,Romance,0,#11145,#6403,7.15,"1,352","This is actually a collection of short stories. The first one goes like this: Two high school girls are complete enemies, and they both are in their own gangs. They fight each other all the time, and to get even with the other, one girl tries to kidnap the other's boyfriend. But the information her right-hand girl gives her is wrong, and they kidnap some really good-looking guy who is NOT the boyfriend of the other girl. You know what happens. They fall in love. (from entropy scanlations)",1,"Lee, Sang-Eun (Story & Art), Yang, Yeo-Jin (Story & Art)",Not available
527,manhwa,Hannune Banhada! Season 1,34,Finished,"Comedy,Drama,Romance,Supernatural",8,#15447,#6434,7.15,838,"Kang Han-Se and Ban Ha-Da have known each other ever since their childhood. They are close enough to sleep in the same room still at their current age.

""Three men for you,"" Kang Han-Se's mother tells Ban, Ha-Da on the day of graduation. As soon as Ban, Ha-Da starts her life as a high school student, her love life starts.

(Source: JanimeS)",4,"Lee, Shi Young (Story & Art)",2006
528,manhwa,That Summer,156,Finished,"Love,Drama",16,#20794,#6444,7.15,498,"Kim Jumi's life is like that of any other high school senior preparing for her college entrance exam: all work and no play. But one summer day, she witnesses two boys from her cram school kissing on the rooftop of the cram school... From then on, she finds herself getting tangled up with those two boys, Kang Heebum and Choi Yuwon, who have a complicated relationship, to say the least.",Unknown,"Kim, Hyun (Story & Art)","Jul  7, 2015 to Feb  13, 2019"
529,manhwa,Adelaide,86,Finished,"Comedy,Fantasy,Romance",33,#3384,#6450,7.15,"5,566","Reincarnated after a car accident 17 years ago, Adelaide Chamille Borbon's second life could not be more ordinary. As a nobleman's daughter residing in the countryside, she yearns for excitement before being married off. When Adelaide overhears the news about a black-haired woman coming from another dimension, she does not hesitate to rush to the capital and meet this mysterious ""saint"" at the debutante ball.

Elsewhere, Felix Mikhail Noah Elias is fed up with the rumors surrounding him and the so-called saint. In reality, the latter is a wolf in sheep's clothing—she relentlessly tries to seduce him and spreads false rumors for her own benefit. To free himself of the unwanted guest and the bad reputation she brings him, Felix has no choice but to find an aristocratic lady and arrange engagement as soon as possible.

When their lives intertwine, Felix asks Adelaide to temporarily act as his fiancée. But although he assures her that no feelings will be involved, with Adelaide constantly by his side, Felix may find it difficult to stay true to his simple promise.

[Written by MAL Rewrite]",Unknown,"Chae, Habin (Story), Lee, Suho (Art)","Dec  22, 2017 to Sep  30, 2019"
530,manhwa,Subtle Disaster,Unknown,Finished,Drama,17,#13707,#6470,7.15,"1,010","A webtoon writer, Songshin Ha, lives in the apartment, at the top of the hill, that has serious problem with neighbor's noise; and he desperately wants to solve the problem with his neighbors.

(Source: LINE Webtoon)",4,"Ahn, Sung Ho (Story & Art)","Aug  6, 2014 to Jun  10, 2015"
531,manhwa,Chronicles of the Grim Peddler,31,Finished,"Fantasy,Romance",13,#10036,#6517,7.14,"1,565","The Grim Peddler waltzes through fairly tales, giving the stories' inhabitants their hearts' desires. But benefactors beware, for his gifts don't always turn out quite as expected! Classic fables like Sleeping Beauty, Hansel and Gretel, The Frog Prince and more are turned on their side.

(Source: Udon Entertainment)",6,"Lee, Jung Ah (Story & Art)",2005
532,manhwa,Tiara,Unknown,Publishing,Fantasy,9,#9888,#6527,7.14,"1,596","Prashian is an aristocratic line gifted with 500 years of life and special powers. Elan are ""normal people"" who live 100 years. In this place where these two ""peoples"" live together, there is a Litra Palia living in among them without knowing her own name. Following the orders of servants, she lives off the charity provided by the Prashian among the Elan. She is but a ""pet"". 

(Source: Fateful Encounters)",Unknown,"Kara (Art), Lee, Yun-hee (Story)","Jan  28, 2009 to ?"
533,manhwa,The Demonic Contract,Unknown,Publishing,"Drama,Fantasy,Romance",8,#6109,#6531,7.14,"2,883","Yurisina, the daughter of the demon king, has always wanted to become a full-fledged demon by making her first contract with a human. That's when Princess Marianne of the Pedin Kingdom summoned her to take revenge on Queen Orphelius who poisoned her, and asks Yurisina to live in her place...

(Source: Copin Communications Inc.)",Unknown,"Kim, Yunkyeong (Story), Yeoul (Art)","Jan  3, 2021 to ?"
534,manhwa,"Your Majesty, Please Spare Me This Time",Unknown,Publishing,"Fantasy,Romance",23,#10069,#6533,7.14,"1,559","The day 18-year-old Laliette Isabelle De Bellua died is forever etched in her mind. Her entire family already six feet under on false charges of treason, she is sent to the gallows with her sentence being handed down by the tyrannical Emperor Rupert Edgar Laspe Vellelum. In contrast to his ethereal beauty, he has bathed himself in blood; not even his wife was free from the carnage, falling victim to his hand on their wedding night.

After meeting her end, Laliette awakens in the past on her 12th birthday. Despite having knowledge of the grim future, the only way she can think of to save her beloved family is to endear herself to the bloodthirsty Rupert before his rise to power. There is only one problem: Rupert is currently living as a woman—the oft-forgotten ""Princess Rapertte,"" whom no one wants to serve. With little in her pocket, Laliette runs away from home to pledge herself to Rapertte, hoping to one day earn the princess's trust and save the people she treasures.

[Written by MAL Rewrite]",Unknown,"eclair (Story), Hayeon (Art)","Oct  16, 2020 to ?"
535,manhwa,Ginger and the Cursed Prince,82,Finished,"Fantasy,Romance",18,#7242,#6534,7.14,"2,373","For hopeless romantic Ginger Torte, getting engaged to the man of her dreams is a fairy tale come true. It isn't long before she realizes the gut-wrenching truth—her fiancé has been seduced by her rival! The heartbroken Ginger finds solace in a new book that recounts the tale of a young woman and a cursed prince... But to her horror, the protagonist turns out to be none other than her beautiful nemesis, Lerazie! As reality unfolds according to the book, both ladies fall in love with the handsome prince at first sight. Ginger vows to steal both the spotlight and the prince's heart! But, does this story harbor a sinister secret?

(Source: Tappytoon)",Unknown,"Jwittong Saettong (Story), Koonac (Art)","Feb  3, 2020 to Dec  3, 2021"
536,manhwa,Hanlim Gym,Unknown,Publishing,Sports,10,#15912,#6535,7.14,797,"Tired of being picked on, Yeongha, the new transfer student, decides to fight back... and discovers he can pack a punch. He soon becomes the top of the food chain, savoring his new title as the toughest guy at school. But he meets his match when Suho Kang, the Champion of the PVP games, single-handedly takes down him and his crew. To earn back his honor, Yeongha decides to join the PVP games. Will he finally get the satisfaction of beating Suho up? Or will he gain something more?

(Source: Webtoon Entertainment)",Unknown,"Hyeseong (Story), Lee, Sukjae (Art)","May  25, 2020 to ?"
537,manhwa,I Fell into a Reverse Harem Game!,Unknown,Publishing,Fantasy,19,#7988,#6536,7.14,"2,099","I woke up in a strange bed, with not just one, but two lovers beside me! In this game of love, affection, and deception, I'm Elvia, the Imperial Princess, with a gaggle of men vying for my favor. Sounds great, right? Except this means I'm also stuck as the villainess while the main character is my manipulative maid, Arielle! She's out to bring me down, and she's got plans for my harem of men. But I know all her secrets, because I can see her player notifications. Can I beat her at her own game?

(Source: Tapas Media)",Unknown,"Inui (Story), Goya (Art)","Sep  5, 2020 to ?"
538,manhwa,The Spark in Your Eyes,Unknown,Publishing,"Drama,Fantasy",8,#12602,#6537,7.14,"1,138","Erkin, a young pharmacist from the north, has grown up orphaned by the war between the Northern Nations and Mormeratta. After making a name for himself in the newly formed Kingdom of Mormeratta, he is suddenly summoned to treat a mysterious ""master of the castle"" whom no one has ever seen. His lack of knowledge of both this sickness and the patient he'll be treating leaves him hesitant to accept the offer, but he reluctantly agrees in hopes that it will bring him one step closer to finding the infamous Witch of the Sun who killed his parents during the war. Little does he know, on his quest for vengeance, the witch may have been by his side all along. What will Erkin do when confronted by his sworn enemy turned friend?

(Source: Tappytoon)",Unknown,Muro (Story & Art),"Jun  12, 2020 to ?"
539,manhwa,Forbidden Kiss,Unknown,Finished,Unknown,33,#4879,#6543,7.14,"3,745","""Why is my life so messed up?!""

Haeun has a step brother who's a gang leader and she gets blamed for everything he does. When her brother makes it so that she is late for class, she has a strange encounter- the encounter that makes her a housemaid for the rest of the year. Haeun, who hasn't even had her first kiss yet, decides to take revenge. But when she finally kisses someone -and it isn't pleasant- what will happen?

(Source: Tarot Cafe)
",10,"Han, Yu-Rang (Story & Art)",Not available
540,manhwa,Carnivorous Princess Yegrinna,26,Finished,"Action,Comedy,Fantasy,Romance,Supernatural,Ecchi",38,#2750,#6551,7.14,"6,822","Shik-nam is a student that's obsessed with his grades and studying, so much so that, for him, solving problems and equations can reach erotic levels. Needless to say, his interest in anything other than his studies is near zero.

Then comes a complication. The animal kingdom is furious with what the world has become, so they sent Yegrinna, the dog princess, to punish the sinful humans for dirtying the world by turning them into animals. And out of all the places she appears, it's at our unfortunate protagonist's room.

What awaits Shik-nam and Yegrinna now that their fateful meeting has set into motion plans long since in wait?

(Source: MU)",5,"Ha, Il-Kwon (Story), Kim, Ji Man (Art)",2010 to  2012
541,manhwa,Nobody Knows,28,Finished,"Drama,Mystery,Romance,Supernatural",15,#9366,#6559,7.14,"1,713","The ""self bully"" Ban has a normal enough life, and where divorced parents aren't that uncommon, her life becomes shadowed in mystery when her mother, Eun-Joo, suddenly brings their ""distant relative"" Jin-Whan home to live with them. Ban's mother would always avoid the topic of her family, so who is this strange boy? Are they really relatives? What torturous secrets does her mother's past hold? And what do the sudden strange happenings that follow in Jin-Whan's wake mean? Would a better question not be who is he, but what?

(Source: MU)",7,"Lee, Hyeon-Sook (Story & Art)","Jul  25, 2011 to Dec  26, 2013"
542,manhwa,3 Level Combination,25,Finished,"Drama,Romance,Sci-Fi",24,#6033,#6564,7.14,"2,922","In a dystopian future in which robots are becoming increasingly commonplace, a young boy named Hogu lives in near poverty with his grandmother and sister. Though he innately possesses a kind soul, he is ostracized by his classmates and frequently bullied. At the beginning of the story, we find Hogu, friendless and alone - until he meets a robot girl...and our story begins.",3,"Ha, Il-Kwon (Story & Art)","Jul  4, 2008 to Dec  19, 2008"
543,manhwa,Blood Rain,Unknown,Finished,"Action,Drama",4,#20911,#6603,7.13,494,"As the country's foreign gangs expand their businesses with an influx of funds, the National Intelligence Service counters by planning to take control, using another gang. It's a plan putting policeman Kang Hyuk undercover in a gang war to capture all those involved. But the plan is falling apart.

(Source: MU)",5,"Baek, Seung Hoon (Art), Meen (Story)","Nov  1, 2014 to Apr  30, 2016"
544,manhwa,"What's Wrong with You, Duke?",133,Finished,"Drama,Fantasy,Romance",18,#5598,#6617,7.13,"3,186","The cruel Duke Dreux of Faucigny is a lovestruck puppy around Nöel—all thanks to a random magic spell that was cast just as he was about to execute her. But with the spell's power now waning and on the fritz, his shifting moods zip from dramatic professions of eternal love to cold threats of death. Exhausted from the emotional whiplash, Nöel must find a magic spell to not only save herself but also her enchanting fairytale marriage before she loses her beloved and bewitched ""Ru"" forever.

(Source: Tapas)",Unknown,"Bandalbanji (Story), Eddie (Art)","Jan  31, 2019 to Apr  28, 2022"
545,manhwa,A Villainess for the Tyrant,24,Finished,"Fantasy,Romance",13,#6102,#6619,7.13,"2,885","""I would rather just go out with a bang!""

For Princess Cecile, being married off to the emperor of a neighboring empire was unavoidable. But wait, isn't this the same Emperor Estian who's notorious for being a heartless sadist? In order to maintain her final shred of dignity, the fearless Cecile demands that her future husband carry her all the way from the carriage to the wedding chapel! If this is her fate, she might as well put up a fight before dying at the hands of the handsome emperor. After all, the only way to fight fire is with... more fire?! Can Cecile become a villain even more fearsome than her tyrant husband?

(Source: Tappytoon)",6,"Yu-iran (Story), Jagae (Art)","Jul  1, 2020 to Apr  22, 2022"
546,manhwa,Escape Room,135,Finished,Horror,11,#15260,#6621,7.13,854,"Overly rational. Sociopathic, even. Sean's unfeeling personality consistently drives people away from him. That is, until he wakes up after a night of heavy drinking in... an escape room? Now he must use his unique mind and join hands with other players to survive sadistic games of life and death. The only way out is to escape!

(Source: Webtoon Entertainment)",Unknown,SipPark (Story & Art),"Sep  9, 2019 to Jun  28, 2022"
547,manhwa,Another Love,56,Finished,"Drama,Romance",1,#17874,#6622,7.13,656,"When architect Jae embarks on a solo vacation to Spain, it may seem that she's running from her past, away from her abusive ex-boyfriend who sought to control her life. For Jae, however, the trip represents a new chapter as she learns to stand on her own again. Her vacation takes an interesting turn when she's mistakenly assigned to the same hotel room as Joff, a handsome and successful businessman who is intrigued by Jae's kind and independent nature. Meanwhile, a sinister figure from Jae's past begins to haunt her once again...

(Source: Webtoon Entertainment)",Unknown,"Sparkler (Story), Lee, Soonki (Story), Ddogak (Art)","Dec  27, 2021 to Dec  5, 2022"
548,manhwa,Twilight Poem,Unknown,Publishing,"Drama,Fantasy,Romance",10,#12121,#6624,7.13,"1,203","Soru is a princess born from illegitimacy, and able to see ghosts although she is completely blind. Jahyeon is a heroic general who possesses the sun's aura which can chase away spirits. Yato is the deadliest and most beautiful ghost, but his heart can't feel anything. Soru and Jahyeon become bound to one another in an undesired marriage, but they both need each other—she needs his aura, he needs her divine blood. As Soru's unconditional sacrifice and love toward Jahyeon slowly melts his frozen heart, the same happens to Yato's emotionless heart. All three have something that they need and want from one another. Could they become the salvation they need for one another?

(Source: Webtoon Entertainment)",Unknown,"Midnight Studio (Art), Kim, Suji (Story)","Oct  21, 2021 to ?"
549,manhwa,Interview with the Criminal,18,Finished,Love,10,#23253,#6625,7.13,402,"Aspiring journalist Jonathan is helping report on the violent serial killer, Kister the Slaughterer. Kister, who's murdered 33 people at the request of his brother, suddenly starts to show interest in Jonathan...

(Source: NHN comico Corp.)",3,"Queensa (Story), Ppyong (Art)","Mar  13, 2018 to May  28, 2019"
550,manhwa,The Falcon Princess,Unknown,Publishing,Fantasy,4,#12548,#6627,7.13,"1,145","After losing consciousness while fleeing the war raging in Roymund Kingdom, Princess Zeline wakes up in the body of a messenger falcon! She's now the bird in charge of delivering information for Commander Valhyle and his army, who are searching for the remaining royal descendants. She may be tiny and feathered, but Zeline is determined to use her missions to find out what happened to her family. Can this little birdie gain the skeptical commander's trust and give her kingdom new wings?

(Source: Tapas Media)",Unknown,"Dongjeon (Art), Hanryui (Story)","May  14, 2021 to ?"
551,manhwa,Here Comes the Silver Spoon!,Unknown,Publishing,"Fantasy,Romance",0,#14858,#6628,7.13,891,"Adelaide Sergio never knew luxury until she was reborn as a wealthy count's daughter. She was set to inherit the family estate, but her scheming sister's sudden engagement has thrown everything off. With just two weeks to find a husband, Adele turns to the temple in search of a holy knight, only to find that their commander is the perfect man! He's handsome, respectable... and completely uninterested. Can Adele win over the cold commander in time, or will the silver spoon be yanked from her mouth?

(Source: Tapas Media)",Unknown,"Portofino (Story), Sin, Yuseong (Art)","Jun  14, 2021 to ?"
552,manhwa,I Will Fall With the Emperor,Unknown,Publishing,"Fantasy,Romance",3,#17485,#6629,7.13,680,"""You, too, will be corrupted. Then I will make it all come true.""

If I had only joined hands with him and agreed to become his mistress then, could I have lived a little longer? At least I would not have know the pain of my eyes being gouged out. But instead I shouted: ""I refuse. I will not betray my country,"" not realizing that my country, my family, had betrayed me long ago. Sacrificed, used, abandoned, and finally executed by my own family... I only realized after returning to 10 years in the past that the reason why you wanted me to stand by your side is because you and I were so much alike. Let us fall together this time.

(Source: Kakao Entertainment Corp., translated)",Unknown,"Tenichi (Story), SORAJIMA Studio (Art)","Oct  12, 2022 to ?"
553,manhwa,Cynical Orange,24,Finished,"Drama,Romance",10,#9807,#6658,7.13,"1,613","The most beautiful face, the perfect body, and a sincere personality... that's what Hwang Hyemin has. Naturally, she's the center of everyone's attention. Every boy in her school loves her, while every girl hates her out of jealousy. Every single day, she has to endure tortures and hardships from the girls. There is nothing more satisfying than getting them back. Well, except for one problem: her secret crush, JongYon. Because of him, she has to hide her cynical and dark side and put an innocent face on daily. For him, she has to endure all the jealousy and suffering. Then one day, she found out that he dislikes her anyway!!

(Source: ICE Kunion)",9,"Yoon, Ji Woon (Story & Art)",2002 to  2006
554,manhwa,Very! Very! Sweet,40,Finished,"Comedy,Drama",17,#17144,#6670,7.13,703,"The Japanese boy, Tsuyoshi, is a restless troublemaker whose severely strict grandfather has finally been given the reins to crack down on him. His grandfather sends him on a quest to find the roots of their ancestry. The family names' roots brings him to Korea where his taxi driver, a chatty energetic girl named Very (Be-Ri), passes out on him. Despite an ugly first encounter, the two later grow close and learn to respect each other's differences...
",8,"Shin, Ji-Sang (Story & Art), Geo (Story & Art)",2006 to ?
555,manhwa,She Scares Me,Unknown,Finished,"Action,Comedy,Romance",13,#6779,#6685,7.13,"2,557","A beauty at first glance, the opposite of organized, swearing as part of her daily routine, The so~ hot girl, Jin Eun Jung. Considered a hunk by everyone, a textbook example of a good student, the king of organization, the student council president, The so~ hot guy, Moon Seo Young. Suddenly one day, these completely different people start living under the same roof and something starts to change! In a bittersweet way.
(Source: Onemanga.com)",14,"Hwang, Mi Ri (Story & Art)","Feb  16, 2009 to Apr  14, 2009"
556,manhwa,Need a Girl!,66,Finished,"Comedy,Romance,Ecchi",32,#3843,#6687,7.13,"4,864","Three boys are desperately struggling to ""make"" a girlfriend in their sad, adolescent lives. They then realize that their classmate, Ghang Han-Gyul—the manly, serious, quiet person of their class—has been secretly going out with a beauty for 100 days. This triggers the friendship between the manly, serious Han-Gyul and the three dateless losers.

(Source: MU)",10,"Rue, Byung-min (Story), Park, Hyung-Jun (Art)",2006 to  2013
557,manhwa,M.A.X.,21,Finished,"Comedy,Romance",7,#6820,#6694,7.13,"2,535","Namu goes to a school where all the elites get idolized by the 'non-elites'. From models to computer geniuses, these students make tons of money on their own! Because the school gates are always crowded by screaming fans of these elites, it is difficult for Namu to get to class on time. One day, however, a new transfer student helps Namu out in her morning predicament. Guess who gets categorized as an elite almost immediately?

(Source: Eclipse Scans)",4,"Huh, Gook Hwa (Story), Park, Kyoung-Lan (Art)",2009 to ?
558,manhwa,A Fairytale for the Demon Lord,59,Finished,"Action,Adventure,Fantasy,Romance",98,#1825,#6754,7.12,"9,912","There once was a princess who fell for a curse. Countless times have a knight come in vain attempts to save the poor princess. They all failed, killed by a demon. When a knight finally comes to defeat the demon, there appears an adventure never before predicted...

(Source: Batoto)",Unknown,"Kim, Yong-Hwan (Story & Art)","Jan  28, 2011 to Jul  6, 2014"
559,manhwa,Again My Life,142,Finished,Drama,3,#15278,#6800,7.12,853,"A righteous prosecutor, life reset, punish the villain!

A hot-blooded prosecutor, Kim Hee-wu was murdered, cast into the ocean while chasing the tyrant who controlled Korea. But, Kim Hee-wu meets a grim reaper who gives him a second chance and sends him back to when he was 18 years old. As a high schooler, Kim Hee-wu prepares to punish the tyrant Jo Tae-seop.

""To catch the devil, you must become one.""

(Source: Kakao, translated)",8,"Lee, Haenal (Story), Seon, Yong-min (Art)","Jun  12, 2019 to Sep  22, 2021"
560,manhwa,Long After the Ending,60,Finished,Romance,3,#15854,#6802,7.12,801,"Elena Taylor, the former villainess of a romance story, has decided to walk away from the main story and open a Romance Counselling business. As an independent woman trying to find her footing in society with her fledgling venture, she is given the hardest request she's ever encountered: help the sub-lead of the main plot, Hugh Godwin, debut in High-Society and get married, or get kicked out of the building she lives and works out of! Elena soon realizes that she's in trouble when she meets Hugh, a burly, muscular bear of a knight who's been burned by love. Will Elena be able to convince Hugh to find romance and keep her business running?

(Source: Webtoon Entertainment)",Unknown,"Wonderdream (Story), Dorae (Art)","Nov  25, 2021 to Dec  11, 2022"
561,manhwa,Regina Rena: To the Unforgiven,Unknown,Publishing,"Action,Drama,Fantasy",14,#8103,#6803,7.12,"2,057","Rena Rubel has felt isolated throughout her childhood as she was raised alone, away from her parents, the marquis of the north and his wife. Rena's life begins to change for the better when they welcome her back with open arms. Yet, on the day before her 12th birthday, Rena is betrayed by her father as she is sold off to a mysterious man and is forced to become an offering.

Years later, while heading to the capital, Lin saves two women—Rena and her maid Yuni—who were being cornered by a group of criminals. After inviting them to a meal, Lin is surprised to learn that Rena is not just a pretty face; she is far stronger and more dangerous than she presents herself to be.

The innocent little girl is no more—Rena has returned to find her father and decide if he is worthy of her forgiveness. If he proves to be the same greedy scoundrel who discarded his own flesh and blood, Rena is going to make sure he suffers the same hell she went through.

[Written by MAL Rewrite]",Unknown,"Kim, Youngji (Story), Kwak, Nana (Story), Seol, Dong-won (Art)","Dec  17, 2021 to ?"
562,manhwa,Never-Ending Darling,Unknown,Publishing,"Sci-Fi,Suspense",3,#23719,#6805,7.12,386,"Ha-im Yun lives in a world where people register their DNA into cloning databases, a world where human suffering has basically been eradicated. The brilliant mind behind this cloning technology is none other than Ha-im's boyfriend of five years, Geunhu Ji. Their relationship isn't perfect, but they make it work—or so Ha-im thinks, until she finds a dead body at her boyfriend's house... and the dead body is hers. The next day, she wakes up with no recollection of the previous day until she finds a note from herself in her room... ""Ha-im, if you're reading this, you're a clone.""

(Source: Webtoon Entertainment)",Unknown,Woollee (Story & Art),"Jul  8, 2021 to ?"
563,manhwa,I'm Not That Kind of Talent,Unknown,Publishing,"Action,Fantasy",18,#7615,#6806,7.12,"2,234","I, Deon Hart, am a sickly person who vomits blood whenever I'm stressed. However, at the same time, I'm Demon Arut, who has somehow been misunderstood and thought of as a strong person, and thereby feared by everyone.

(Source: Naver Corporation, translated)",Unknown,"Denpi (Story), Meona (Art)","Nov  21, 2022 to ?"
564,manhwa,The Villainess Is Shy in Receiving Affection,Unknown,Publishing,Fantasy,2,#18207,#6807,7.12,635,"My wicked mother brought a girl one day. She was the duke's hidden daughter, Loretta, the heroine of Duke's Four Children. I am Melody, the villainess who was punished with my mother for harassing her. I don't want to die like that, so I have to treat her well now. I fed Loretta, put her to sleep, and played with her. And then her response was...?

""I hope Melody marries Loretta!"" The endless barrage of affection led me to join her back to the duke and she said, ""I'll stick close to Ms. Melody."" Have you met someone who is a 'Fool for Melody' more than her? Why am I being loved when I've only been kind enough to make myself live peacefully...!

(Source: A.Tempo Media, translated)",Unknown,"Ryu, Heon (Story), Chira (Art)","Feb  16, 2023 to ?"
565,manhwa,It's Love,42,Finished,"Comedy,Drama",7,#9874,#6829,7.12,"1,599","When the orphaned Sera was taken in by the Lady of the Choi household, her dreams of having a family were fulfilled. However, Sera found herself rejected by the Lady's three handsome sons, and it was made very clear to her that she was nothing more than an orphan who would would never become part of their family. At 16, Sera still finds herself bullied by the three brothers, and soon it becomes evident that there is more than just her background that makes the boys reluctant to officially adopt her into the family. 

(Source: Vampire Knights)",7,"Back, Sang-Eun (Story & Art)",Not available
566,manhwa,Operation Liberate Men,Unknown,Publishing,"Adventure,Drama,Fantasy",3,#15543,#6839,7.12,828,"Ashamed of failing her high school entrance exam, a 16-year-old tomboy Sooha just wants to disappear off the face of the Earth.

However, when she yells it out loud a mysterious stranger named Ganesha approaches with an offer. He comes from a magical realm called the Para Kingdom ruled by a female military hierarchy that enslaves the male population. Ganesha offers to grant Sooha's wish if she will help liberate the men. Thinking his country sounds like paradise, she instantly agrees. But when she arrives the men look to her as their new leader and Sooha learns that fate has a funny way of leading people to their destiny.

(Source: Netcomics)

Note: This series is on hiatus.",9,"Lee, Mira (Story & Art)",2000 to ?
567,manhwa,Seol Hui,Unknown,Publishing,"Drama,Romance,Supernatural",5,#17969,#6852,7.12,649,"Alisa's lived on an island her entire life. She's the illegitimate child of a rich, old man. When he dies, he leaves her 10% of his money, donates 85% of it, and leaves the remaining 5% to his 3 ex-wives and their children. Obviously, the families are annoyed, after all, the millionaire hasn't even seen Alisa in 10 years! As she comes for the first time off of her island, they plot to get her money in any way possible.

(Source: Mangafox)",Unknown,"Kang, Kyungok (Story & Art)",2008 to ?
568,manhwa,Banya: The Explosive Delivery Man,38,Finished,"Action,Adventure,Comedy,Fantasy",19,#4875,#6871,7.11,"3,746","With a worldwide war raging between humans and monsters, the young delivery men of the Gaya Desert Post Office do not pledge allegiance to any country or king. They are banded together by a pledge to deliver. Fast. Precise. Secure. Banya, the craziest and craftiest of the bunch, will stop at nothing to get a job done. Known as the Explosive Delivery Man for his risk taking, bold resolve, and impeccable record, Banya agrees to complete a wounded soldier's mission to transport a parcel of great importance--not knowing what dangers lie in store for him and his friends! As their arduous journey begins, Banya promises, ""There isn't a delivery I can't make. I always deliver.""

(Source: Dark Horse)",5,"Kim, Young-Oh (Story & Art)","Aug  17, 2004 to Mar  4, 2006"
569,manhwa,unTouchable,140,Finished,Romance,10,#10802,#6986,7.11,"1,409","Sia is a modern-day vampire who absorbs energy from humans by touching them instead of drinking their blood. She has been desperate to touch Jiho since the day he moved in next door—but he's a germaphobe. Will Sia best his mysophobia and get to touch Jiho?

(Source: LINE Webtoon)",Unknown,Massstar (Story & Art),"Feb  14, 2014 to Mar  3, 2017"
570,manhwa,The Warrior Returns,Unknown,Publishing,"Action,Fantasy",40,#4839,#6987,7.11,"3,778","After saving one world, warrior Minsu Kim returns to Earth only to find that he's lost everything... so he decides to destroy the world he used to call home. In his rampage, he kills teenager Jeongsu Park and his family. But instead of dying normally, Jeongsu is transported to another world, where he finds that he's now a warrior himself. After killing the demon king of this alternate world and honing his skills as a warrior, Jeongsu returns to earth, hell-bent on revenge against Minsu. As the two warriors fight with the fate of their country in the balance, who will emerge victorious?

(Source: Webtoon Entertainment)",Unknown,"Narack (Story), Fungback (Art)","Jun  3, 2021 to ?"
571,manhwa,Gimme That Pacifier!,Unknown,Publishing,Fantasy,2,#14160,#6988,7.11,959,"Betrayed and executed by her pupil, magician Hela Sylopia finds herself in the body of the neglected infant granddaughter of a rivaling nation's duke. To make matters worse, her family doesn't remember her name, and the maids don't care what happens to her! But when she discovers that having her pacifier in her mouth can expand her mind, Hela uses that to her advantage to survive, get rid of those who stand in her way, and start plotting her revenge. Will Hela succeed, or will she wish she'd never been given a second chance?

(Source: Tapas Media)",Unknown,"Ja, Eunhyang (Story), Heeng (Art)","Dec  31, 2021 to ?"
572,manhwa,Dreamcide,202,Finished,"Action,Supernatural",6,#25376,#6989,7.11,334,"Hazin Nam had always been plagued by nightmares, but one day, he dreams of an apocalyptical world seven years in the future where humans are fighting to survive among demons and zombies. Hazin dismisses the dream as another nightmare until he finds out Yuri Hong, the girl he had seen in his dream, has transferred into his school.... With his ability to switch back and forth between his school life and the oncoming apocalypse, will Hazin be able to prevent what causes the world's destruction?

(Source: Tapas Media)",Unknown,"Shinweol (Art), Hong, Jeonghoon (Story)","Jul  5, 2016 to Jul  28, 2020"
