,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
2682,manhwa,Ms. Mystic,97,Finished,Erotica,58,#15191,,6.93,860,"Seeing her on the subway to work is one of Taepyung's daily delights. But his lighthearted fantasy becomes something much more when he accidentally spills his coffee on her clothes. From that moment on, he starts to receive anonymous videos and pics of her. Who is this mystery girl and who's playing these mind games with Taepyung?

(Source: Lezhin Comics)",Unknown,"Leeseul (Story), Zimtigee (Art)","Jun  4, 2016 to Oct  10, 2018"
2683,manhwa,Penthouse XXX,44,Finished,"Love,Erotica",2,#19354,,6.93,570,"Siyeon, a contract killer, has declared a boycott on men after being screwed over by his ex. That is, until he moves into a penthouse owned by Taekyung, a rich heir with killer looks. Contrary to first impressions, there's more to Taekyung than his party animal persona, and there's more to Siyeon than the cool, collected facade he puts on. The two can't quite figure each other out...and yet are instinctively drawn to each other.

(Source: Lezhin Comics)",Unknown,Bacong (Story & Art),"Dec  9, 2018 to Nov  3, 2019"
2684,manhwa,Paid,55,Finished,"Love,Erotica",3,#20713,,6.93,502,"Heejae is the youngest executive director of the Jinhwa Group, nicknamed the ""Chaebol Prince"" by the public. But his life is turned upside down when documents linking him to an embezzlement scheme are found by an accounting student, Taekyung! To make sure the secret stays that way, Heejae pretends to have a crush on him, but... is there more to Taekyung than meets the eye? Watch sparks fly as this chaebol rom-com begins!

(Source: Tappytoon)",Unknown,Fujoking (Story & Art),"Jan  17, 2019 to Jan  9, 2020"
2685,manhwa,Home Alone Together,46,Finished,"Love,Drama,Erotica",7,#19173,,6.92,580,"Junwoo, a hikikomori, passes his days alone, nestled within the darkness of his room that protects him from the outside world. The one strand of light capable of piercing his world is Hanbit, his neighbor and love interest. But when Hanbit leaves to study abroad, Junwoo is forced to take on a roommate to make ends meet. Could this break to his routine be the very thing that Junwoo needs to free himself of his darkness?

(Source: Lezhin Comics)",Unknown,Shin Yuri (Story & Art),"May  26, 2019 to Mar  8, 2020"
2686,manhwa,BL Motel,Unknown,Publishing,"Love,Erotica",1,#17016,,6.92,711,"Some parents give their kids an inheritance. Some give their kids a car. Jinwon's parents gave him... a motel. And not even a great one. Rundown and in need of massive repairs, the Ballantine Motel used to be a golden goose. But, of course, a drunk driver running his car through the entrance tends to change things. So when Jinwon takes over, he makes some upgrades and additions. And while ""Ballantine"" is a nice name, it's a bit long. So, of course, he makes the obvious choice and shortens it. The BL Motel is the neighborhood's newest addition. Of course, now all Jinwon needs is some new help and maybe find out why so many gay couples have started visiting. Then again, when life give you lemons, you lean in and stock the vending machines with lube.

(Source: Lezhin Comics)",Unknown,Uhrin (Story & Art),"Sep  28, 2017 to ?"
2687,manhwa,Your Secret Keeper,41,Finished,Erotica,1,#21326,,6.91,476,"Sun is determined to make a good impression at her new job. The only problem is, her boss is an old classmate from high school - the notoriously stuck-up Doyoung—and he's making her life hell. But the tables turn when Sun discovers her boss' scandalous secret. After all, if word got out about Doyoung's night time naughtiness, it could ruin his career. Will Sun make him get on his knees and beg for mercy? Or will they come to a steamy agreement?

(Source: Lezhin Comics)",Unknown,Team Ddakkong (Story & Art),"Apr  28, 2021 to Feb  5, 2022"
2688,manhwa,Liveta,Unknown,Publishing,"Love,Erotica",3,#16369,,6.91,760,"Luna and Formicarium are rival factions plotting to seize a territory called Liveta. The Luna family have the upper hand in the area, and thus Victor Luna, notorious for his killing sprees, resides there as de facto ruler. Enter Yohan, a bumbling puppy-dog type who has become a Formicarium spy out of dire circumstances. When Yohan meets Victor under the guise of being his guard, he is expecting sharp edges and a fiery temper... But the first thing Victor wants to confirm about Yohan isn't his trustworthiness, but the size of what's in his pants.

(Source: Lezhin Comics)",Unknown,Muzi (Story & Art),"Dec  31, 2020 to ?"
2689,manhwa,An Innocent Sin,138,Finished,Erotica,28,#10745,,6.91,"1,420","Thinking she's all by herself on the last train home, Nayeon feels the urge to enjoy herself by fantasizing about her desires. However, a reflection from the train windows show that a mystery man is on the same train. He comes up to her and offers his business card. At the thought of seeing this handsome stranger once more, she takes his offer and arrives at a place called Peach Puff. What is this place? What are these people doing?

(Source: Lezhin Comics)",Unknown,Oh Gye (Story & Art),"Oct  25, 2016 to Sep  13, 2021"
2690,manhwa,Love Is an Illusion!,Unknown,Publishing,"Love,Erotica",57,#4938,,6.9,"3,691","Hye-sung spent his entire life believing he was an Alpha, the jackpot of the genetic lottery. But his world is flipped upside down when he finds out he isn't an Alpha, but a lowly Omega. This revelation is pushed to its limits when when he constantly crosses paths with Dojin, an Alpha who can't stand Omegas. Take a step into the omegaverse and find out what it is that makes their pulses race and their bodies go wild.

(Source: Lezhin Comics)",Unknown,Fargo (Story & Art),"Jan  29, 2018 to ?"
2691,manhwa,Down and Dirty,68,Finished,"Love,Erotica",4,#20056,,6.9,534,"How far (or low) can an attractive body take you in a slum? Pretty and well endowed, Choi Hyungdo scrapes together a living as a waiter by day and porn actor by night. He's occasionally called in for odd jobs at the male brothel where the charismatic owner, Lee Gyung, relentlessly tries to seduce him. Hyungdo feels as though he's spiraling, but his attraction to Gyung feels as real as his imminent bankruptcy. The descent may be ruthless, but it's not without its pleasures.

(Source: Lezhin Comics)",Unknown,John (Story & Art),"Feb  15, 2019 to May  14, 2021"
2692,manhwa,Cover-up,30,Finished,"Love,Drama,Erotica",7,#13689,,6.89,"1,012","Fresh out of an abusive relationship with a controlling ex, tattoo artist Geum-hwa heads to Japan to work for a mysterious customer. When he arrives, he learns that his client, Ryusei Katamoto, is the handsome half-Korean son of a yakuza family. The tattoo work Geum-hwa will be doing is a cover-up for a huge burn scar on Ryusei's back. And though Ryusei and Geum-hwa are curious about each other, Geum-hwa's obsessive ex is far from giving up. Can a new relationship cover up these old scars?

(Source: Lezhin Comics)",Unknown,GyaGa (Story & Art),"Aug  5, 2019 to Feb  1, 2020"
2693,manhwa,Lilith's Cord,93,Finished,"Action,Fantasy,Erotica",27,#13944,,6.88,984,"Most people commonly believe that humans are the descendants of Adam and Eve. But...there lives a small number of people that are not. These are the descendants of Lilith...the first Eve. With unmatched powers and tastes like no other, they prosper by sucking the life out of humans. But there's one human, unlike others, that cannot be conquered...

(Source: Lezhin Comics)",Unknown,Juder (Story & Art),"Jun  22, 2016 to Jul  2, 2020"
2694,manhwa,Best Served Cold,77,Finished,"Love,Erotica",3,#20488,,6.88,513,"Minjoo's lonely. She keeps herself busy with social media, but that doesn't help the fact that her husband's distant and she's virtually friendless. Nothing changes until she runs into Seo Jia, a handsome girl who's just moved in downstairs. Minjoo's never met anyone like Jia before, and can't help but fall for Jia's charms. But little does Minjoo know that their meeting wasn't exactly serendipitous; in fact, every one of Jia's moves is carefully calculated...so that she can get her revenge!

(Source: Lezhin Comics)",Unknown,"Kim, Jong Geon (Story & Art)","May  3, 2021 to Dec  10, 2022"
2695,manhwa,Blind Play,Unknown,Publishing,"Love,Horror,Erotica",8,#10906,,6.87,"1,392","If life's a game, then Ah-in's always been a loser. Growing up in an orphanage left him poor and emotionally scarred, but now he's determined to bypass the rat race and get rich quick. In his job as a gay masseur, Ah-in has a unique selling point: he pretends to be blind, offering his wealthy, powerful clients total confidentiality. One such client is Seo Ilmo, a mystery novelist with a spotless reputation and a dangerous compulsion. And when Ah-in pays a visit to Mr. Seo's apartment for an appointment, a fatal game of cat and mouse begins. This time, however, Ah-in cannot afford to be the loser...

(Source: Lezhin Comics)",Unknown,"YD (Story), Like (Art)","Feb  5, 2021 to ?"
2696,manhwa,A Sensitive Issue,40,Finished,Erotica,0,#25486,,6.87,331,"Minjoon has a very peculiar condition: he's hypersensitive to the point where he gets turned on by women constantly. Even the mere sound of a woman breathing next to him can get him worked up. So he's built a life avoiding women, even to the point of picking a job on a team where there's only men. Except, that carefully built life is at risk when Sumin is assigned to his team. Now, Minjoon must navigate his way through the office with a gorgeous coworker making his life harder and harder. Will Minjoon be able to keep everything under wraps and in his pants? Or will he finally let it all out?

(Source: Lezhin Entertainment)",Unknown,"Gaehoju (Story), Doryeonsa Big Pie (Art)","Jan  29, 2021 to Nov  5, 2021"
2697,manhwa,Insecret,Unknown,Publishing,"Love,Erotica",0,#21052,,6.85,488,"The life of a K-pop star is a hard one, especially if you're Yuwon Choi. Not only does he have to keep up with the grueling lifestyle of an idol, but he also needs to keep a vigilant eye on the troublemaker of INSECRET, Dojin Park. Dojin acts how he pleases, and Yuwon is the only person in the group who can keep him out of trouble. This arrangement seems to work just fine for the both of them, until one day, Dojin makes a fateful mistake...

(Source: Lezhin Entertainment)",Unknown,Ipado (Story & Art),"Mar  12, 2020 to ?"
2698,manhwa,The Warehouse,72,Finished,"Love,Drama,Erotica",11,#13531,,6.85,"1,029","Dohyun has had to grow a tough exterior to survive this harsh, corrupt world... but nothing prepared him for waking up in a warehouse one day, with no idea how he got there. Sungho is the scar-faced kidnapper... and he's willing to use any means necessary to satisfy his twisted obsession with ""memories."" Now it's up to Dohyun to remember a past long hidden away...

(Source: Tappytoon)",5,Killa+Whale (Story & Art),"May  21, 2016 to Dec  25, 2019"
2699,manhwa,Hardcore Vanilla,34,Finished,Erotica,0,#19037,,6.81,588,"""Tie me up and punish me. I want to be your dog...""

Chanhee has a major crush on Eunjo, the campus goddess. Tired of waiting around, he decides to join her in her secret fetishes—stepping foot into the wild, wild world of BDSM. What Chanhee doesn't realize, however, is that Eunjo is a vanilla just like him, and that the two have just embarked on a journey neither of them had asked for. Kinks and crushes, and a whole lot of drama in between!

(Source: Lezhin Comics)",Unknown,Yumyeong (Story & Art),"Sep  22, 2020 to May  25, 2021"
2700,manhwa,Viewfinder,89,Finished,"Love,Erotica",1,#22389,,6.81,433,"From a young age, Haemin has always been stimulated by pretty things. Back then, it was the luster of a new toy or a classmate's slender hands. Now, it's his sunbae's beautiful face. Now that he's in college, his gaze is drawn to Youngwon: the most popular and downright gorgeous guy in school. Afraid to approach him, he photographs Youngwon from afar, the pictures he takes feeding his secret fantasies. But when Youngwon finds out, Haemin is forced to face the object of his desires. Before he knows it, those secret fantasies start becoming a whole lot more real...

(Source: Lezhin Entertainment)",Unknown,EZ (Story & Art),"Oct  26, 2018 to Sep  11, 2020"
2701,manhwa,Toy Complex,Unknown,Finished,"Romance,Erotica",2,#24419,,6.81,363,"All her friends do is talk about sex! But Yuna the virgin's very single, and she has a plan to score some action. When she meets a cuddly teddy bear mascot (real name: Minseok), she does what any sane(?) girl would do: stalk him at the bar where he works and proposition him for a one-night stand. It was very enjoyable, but he's not sticking around. It's too bad though, since they're actually in the same major at school. Will this be awkward city or are they destined for some more serious play time?

(Source: Tapas)",3,"Lee, Yun-hee (Story & Art)","May  28, 2019 to Apr  21, 2020"
2702,manhwa,Loop (So-Sol),2,Finished,"Love,Drama,Erotica",0,#18543,,6.8,616,"Ritz: The doll scientist.
Darlene: The doll created by Ritz...
Ritz begins teaching of the world, humanity, and how to become human to Darlene, who's existence revolves around his own, Ritz, but...",Unknown,So-Sol (Story & Art),Not available
2703,manhwa,Lilith 2,71,Finished,"Love,Erotica",10,#19290,,6.8,573,"Jaehee comes across as a shy, hard-working high school teacher. But behind closed doors, she gets her kicks by kneeling at the end of a whip, with her childhood friend Huilin holding the handle. However, when Sulhwa joins the school as a student teacher, secrets and feelings long buried start to surface. Now Jaehee's about to learn just how much pleasure she can pull from pain.

Back with the same writer and a new artist, Lilith 2 follows on where Lilith left off.

(Source: Lezhin Comics)",Unknown,"Sirius (Story), Baram (Art)","Aug  5, 2019 to Dec  5, 2021"
2704,manhwa,Solmi's Channel,60,Finished,Erotica,6,#23167,,6.77,405,"Jinsoo, an engineer specializing in augmented reality, has always dreamed of using the technology in creative ways. So when Solmi, a camgirl, asks him to develop adult content for her live stream show, he's presented with the opportunity of a lifetime. He finally has enough money to research and design at his will, whether it be holographic clothes that allow people to walk around naked in public, or gadgets that boost orgasmic pleasure. Tune in to Solmi's channel for some hot, high-tech porn.

(Source: Lezhin Comics)",Unknown,"Dabble (Story), Cigarette Meori (Art)","Dec  25, 2017 to Nov  11, 2019"
2705,manhwa,Peach Sorbet,Unknown,Publishing,Erotica,5,#18609,,6.77,613,"Moa's in a pinch. Her friends are asking about her nonexistent sex life, but she'd rather die than admit that she's a virgin. In a hurry, she makes up a haphazard lie: yeah, she's had sex before. With a really hot imaginary guy called Yura! Not only is he ripped, well-hung, but he also...happens to be very, very real. When faced with the real Yura, there's only one thought in Moa's mind. She needs to make her lie become a truth!

(Source: Lezhin Entertainment)",Unknown,Zanggu (Story & Art),"Nov  30, 2021 to ?"
2706,manhwa,Bad Thinking Diary,60,Finished,"Love,Erotica",48,#6339,,6.76,"2,776","Minji and Yuna have been best friends since high school, and Minji counts herself lucky to have someone so pretty and kind in her life. She just knows that when she finally starts dating, she wants it to be with someone as amazing as Yuna! Everything seems perfect, but things start to change when Minji begins having dirty dreams... ones starring Yuna herself! Minji chalks it up to her own loneliness, but for some reason Yuna starts acting strangely when Minji tells her about it... Is she upset, or could it be that Yuna has harbored feelings for Minji all along? From unrequited love, excitement, and obsession, just where will these bad thoughts lead them?

(Source: Lezhin Entertainment)",Unknown,"Hodan (Story), Rangrari (Art)","May  23, 2022 to Jun  26, 2023"
2707,manhwa,Make Me Bark,35,Finished,"Love,Erotica",25,#7234,,6.76,"2,375","Everything seemed to be coming along for Bae Sungjoon. After graduation, Sungjoon moved to Seoul and through hard work, he saved enough money to finally afford a modest place on his own. But when a fire breaks out in his building, Sungjoon is once again left with nothing but a phone number of a former classmate—the privileged and wealthy Lee Hyo-in—whom he asks for help.

In order to get out of Hyo-in's hair as soon as possible, Sungjoon juggles multiple part-time jobs, which unsurprisingly wears him down. However, Hyo-in has a different proposition: he will pay Sungjoon to act like his dog! Although Sungjoon assumes that Hyo-in's intentions are perverted, all Hyo-in asks is that Sungjoon greets him upon returning home and occasionally go for walks together.

Sungjoon notices Hyo-in is handsome and his gaze is piercing; he realizes that he, in fact, is the one who wishes for their odd relationship to turn intimate—and maybe Hyo-in's true intentions are not all that innocent either.

[Written by MAL Rewrite]",Unknown,Sageum (Story & Art),"Jul  26, 2017 to Jul  26, 2018"
2708,manhwa,Drug Candy,45,Finished,Erotica,7,#21729,,6.76,458,"Reassigned and demoted at work. Add to that a broken marriage and Seunggu's life is at an all time low. But along comes a smart and sassy girl by the name of Yura. Hard to resist and with no desire to resist, Seunggu slowly becomes addicted to the drug called Han Yura.

(Source: Lezhin Comics)",Unknown,"Lee, Hyun-min (Story & Art)","May  14, 2015 to Jun  19, 2016"
2709,manhwa,Window to Window,48,Finished,"Love,Erotica",10,#10784,,6.75,"1,412","Childhood friends Ginu and Yubin live in separate apartments in separate buildings right next to each other—so close, in fact, they can talk to each other and see into each other's apartments through their windows. But Yubin's long-held secret is revealed one day when Ginu sees him doing something naughty through the window...

(Source: Lezhin Comics)",Unknown,"Lee, Aru (Story & Art)","Oct  20, 2016 to Feb  10, 2021"
2710,manhwa,Hari's Steamy Boarding House,33,Finished,Erotica,1,#17931,,6.74,652,"When the hottest girl in school offers Wonyoung a part-time position at her family's women-only boarding house, Wonyoung is stoked. But when she ditches him and her family yelling how she doesn't want to work at a boarding house filled with a bunch of ""creepy"" women, Wonyoung starts to wonder what he's gotten himself into... Turns out the building is built on some inauspicious land, amplifying sexual desire to an uncontrollable state. It's Wonyoung's job to help curb that desire for the reputation of the boarding house, and the sanity of the ladies living there.

(Source: Lezhin Comics)",Unknown,"Gaehoju (Story), Mx2J (Art)","Aug  16, 2016 to Feb  21, 2017"
2711,manhwa,From Points of Three,81,Finished,"Love,Erotica",2,#16802,,6.73,726,"Jisuh is quiet, unassuming... observant. He's suited to working behind the camera. But for reasons he's not exactly quick to disclose, he's run into some debt. Heejae, an actor he's worked with before, proposes he work with him exclusively on a private project of his...shooting himself and his partner having sex. Jisuh thought he was hired for his camera skills, but Heejae seems to know an awful lot about him and he can't help but wonder why he really hired him.

(Source: Lezhin Comics)",Unknown,Huingwi (Story & Art),"Aug  26, 2017 to Nov  27, 2019"
2712,manhwa,Secret X Folder,19,Finished,"Comedy,Erotica",4,#25359,,6.72,334,"Every guy on Earth has a secret folder filled with sensitive material, don't they? See what's inside this ""Secret X Folder."" The creator of the highly acclaimed Drug Candy has come back new and improved with more mature graphics, enhanced drawings, and more laughs to go around!

(Source: Lezhin Comics)",Unknown,"Lee, Hyun-min (Story & Art)","Nov  30, 2016 to Apr  10, 2017"
2713,manhwa,White Angels Get No Rest,64,Finished,"Love,Erotica",17,#24664,,6.7,355,"Dahye is still haunted by the abuse she got from Yeonhwa. Fate has it, Dahye is able to carry out her revenge after so many years. In what ways will Dahye get her revenge, and will Yeonhwa be even affected by it?

(Source: Lezhin Comics)",Unknown,Gado (Story & Art),"May  10, 2019 to Oct  2, 2020"
2714,manhwa,Legs That Won't Walk,Unknown,Publishing,"Love,Erotica",9,#12120,,6.69,"1,203","Retired boxer Soo-young discovers he has to pay off his father's debt when Tae-seung hunts him down. Fascinated by Soo-young's persistence, Tae-seung offers him an alternative—to learn the ropes and start from the rock bottom. Will this dangerous relationship work, or will this be another living hell for Soo-young?

(Source: Lezhin Comics)",Unknown,Heuksalgu (Story & Art),"Feb  1, 2020 to ?"
2715,manhwa,Dine With a Vampire,79,Finished,"Love,Supernatural,Erotica",5,#17914,,6.69,653,"Caught in the clutches of an abusive relationship, Sooin longs to escape. A vampire who finds human blood repulsive, Chi-hwan only drinks the blood of other vampires. When chance brings the two together, Chi-hwan makes Sooin an enticing proposal. Chi-hwan will help Sooin get out of his living hell, and in exchange...Sooin has to let Chi-hwan drink his blood. Will this proposal change both their lives for the better?

(Source: Lezhin Comics)",Unknown,"Pangin (Story), Pinko (Art)","Mar  21, 2020 to Jan  26, 2022"
2716,manhwa,Pheromone-holic,53,Finished,Erotica,1,#22176,,6.68,438,"Hyunwoo is, for all intents and purposes, a loser. Grade A. Freshman year of college was horrible and his sophomore year's shaping up to be more of the same. But, things take a turn for the weird when he saves the life of an old snake-oil peddler on the way home. As thanks for his good deed, the old man offers Hyunwoo a special potion guaranteed to make all his dreams come true. Add in an apartment building made up of hot chicks, including his college crush, and Hyunwoo's about to have his hands full.

(Source: Lezhin Comics)",Unknown,"Overjungwoogi (Story), Rozer (Art), JIO (Story)","Nov  28, 2017 to May  18, 2019"
2717,manhwa,Sports Girl,31,Finished,Erotica,0,#27705,,6.68,272,"A sweaty woman is a beautiful woman! Martial arts, swimming, cycling, athletics, healthy, sticky... The girls of exercise and sexy sports.

(Source: Lezhin Entertainment, translated)",Unknown,Gamang (Story & Art),"Sep  12, 2015 to Aug  5, 2018"
2718,manhwa,Love Meter 100%,7,Finished,"Love,Erotica",0,#19287,,6.68,574,"Yihan is obsessed with one thing and one thing only: Mikaros, the really hot mint-haired hunk who exists only in the world of Yihan's favorite BL game, Love Meter 100%. Wherever Yihan goes, his hefty stash of Mikaros merch goes—the limited edition tote bag, the special key ring, and the myriad of adorable plushies that he somehow manages to keep on his person. Being the ultimate stan isn't something Yihan is ashamed of, that is, until he runs into Mikaros in real life. Mikaros-in-the-flesh is called Park Há, and he is everything that Yihan didn't know he needed. There's only one catch. Park Há hates otakus...but Yihan is literally the biggest otaku ever.

(Source: Lezhin Entertainment)",Unknown,Sageum (Story & Art),"May  14, 2022 to Jun  11, 2022"
2719,manhwa,Siren's Song,77,Finished,"Love,Drama,Erotica",2,#25970,,6.68,317,"One snowy evening out on the terrace, Luan hears Yul singing and is immediately captivated by his voice. Luan is surprised to see his own honest reaction, while Yul is surprised by the simple fact that he was heard by another human being. To what lengths will Luan go to claim Yul for himself...?

(Source: Lezhin Entertainment)",Unknown,Clarju (Story & Art),"Feb  4, 2020 to Dec  15, 2021"
2720,manhwa,Top to Bottom,56,Finished,"Love,Erotica",0,#25829,,6.68,321,"The morning after he meets his new boss, Mu-gyeol, ordinary office worker Hee-tae gets caught masturbating by that very same boss. And not only was it the kind of masturbating that involved jerking off, but the kind that also involved his ass. Uh oh. But the thing is, Mu-gyeol is very interested in asses, and he thinks Hee-tae's is perfect. So perfect that he'd do anything to gain access to it, including asking Hee-tae out. So yeah, what should have totally ended someone else's career might just end up being the thing that lands Hee-tae the deal of a lifetime.

(Source: Lezhin Entertainment)",Unknown,"Cheongyeong (Story), Samrang (Art)","Mar  15, 2021 to Aug  1, 2022"
2721,manhwa,Body Complex,38,Finished,"Love,Erotica",0,#22390,,6.67,431,"After Jaehyun's piano performance goes viral, world-renowned classical music professor, Minwoo Kang, takes him under his wing. This entails both a scholarship at a prestigious music school and...a sexual relationship outside of the classroom. Jaehyun hopes his special relationship with the professor will come with perks, such as an opportunity to study in Germany. But when the professor's son, a piano prodigy, enters the picture, Jaehyun finds his plans thwarted.

(Source: Lezhin Entertainment)",Unknown,Dell Studio (Story & Art),"Sep  12, 2019 to May  16, 2020"
2722,manhwa,Hero Manager,28,On Hiatus,Erotica,2,#20408,,6.66,517,"Hyeon-seong Cha used to have it all: incredible powers, a promising future as a hero, and a sweet girlfriend. Then he lost his powers, became a lowly manager for other heroes, and got dumped. At the peak of his despair, Hyeon-seong crosses paths with Ga-yeong Son, a former hero who also fell from grace. After a passionate night together, they discover that, with a little extra spunk, Hyeon-seong might have the power to be the greatest hero manager of all. Now it's time for him to get it up and go to work!

(Source: Lezhin Entertainment)",Unknown,"Kang, Baeksu (Story), MMCNOKO (Art)","Aug  2, 2020 to Jan  25, 2021"
2723,manhwa,Darling for Dessert,73,Finished,"Love,Erotica",0,#21013,,6.66,489,"After a major screw-up at work, Hyunho is pretty much ready to give up on life. What he receives instead of punishment, however, is a delectable strawberry cream custard tart. Thinking it's his last meal alive, Hyunho gobbles it up, licking every last dollop of cream off of Seung-yun's fingers. This lights a certain spark within Seung-yun, which gets him thinking about all the other wild things he could make Hyunho do with his tongue...

(Source: Lezhin Entertainment)",Unknown,12 (Story & Art),"Sep  30, 2020 to Mar  5, 2022"
2724,manhwa,Him and Him and Him,23,Finished,Erotica,1,#19796,,6.66,546,"Seah is sick and tired of her boring, routine life. That's when a pair of rich twins come to her and ask her to have fun with them and their uncle...

(Source: Copin Communications)",Unknown,"Lee, Naeri (Story), Byeoniseong (Art)","Feb  12, 2021 to Dec  29, 2021"
2725,manhwa,The Sultan's Love,4,Finished,Erotica,0,#22456,,6.63,430,"For eleven years, Sayeh has resided in the sultan's harem, staying out of sight and doing her best to avoid attracting any attention. All that changes when one night, she happens across the sultan's path and is called to his bedchamber... But just when all seems lost for Sayeh, news of a sudden revolt by the ninth prince, Kainer, rocks the palace. Under Kainer's rule, all the other women are set free from the harem, and Sayeh hopes that her freedom may finally be within reach as well. Instead, the newly crowned sultan pays her a personal visit, expressing feelings for Sayeh that she never could've imagined. But does Kainer's love offer her salvation or ruin...?

(Source: Tappytoon)",1,"Chyomchyom (Story), Ggong (Art)","Sep  28, 2020 to Mar  14, 2021"
2726,manhwa,Turn Off the Camera!,90,Finished,"Love,Erotica",2,#18560,,6.61,616,"Jihoon Yeon is the leader of an idol group that's hit a dead-end in their career. Now, he's received a golden opportunity to save his group: a spot on the year's most anticipated reality show, where he'll spend two weeks living and filming with top stars Yoojin Do and Yohan Seon. The one threat to the show's success? Yoojin and Yohan won't stop having sex with each other. To stop a scandal from tanking the show and his career, Jihoon must keep his co-stars' antics hidden from the cameras at all costs. Will Jihoon be able to keep these steamy shenanigans a secret for two weeks? And will he survive when both of his co-stars turn their attention on him?

(Source: Lezhin Entertainment)",Unknown,"Kang Unnie (Story), MissPM (Art)","Aug  21, 2020 to Sep  2, 2022"
2727,manhwa,If You Hate Me So,53,On Hiatus,"Love,Erotica",3,#13547,,6.55,"1,027","Minjae's quiet life turns upside down when he walks in on Hyung-jo masturbating to a T.A. sleeping in the student lounge. Hyung-jo threatens Minjae to keep the incident a secret and to keep his distance from the T.A., whom he has an obsessive crush on. But Minjae can't stop having dreams about the scene he witnessed. Despite Hyung-jo's extreme threats, his body reacts to the T.A.... wait, no. To...Hyung-jo.

(Source: Lezhin Comics)",Unknown,Fargo (Story & Art),"Jul  30, 2015 to May  2, 2020"
2728,manhwa,Hell's Harem,63,Finished,"Supernatural,Erotica",5,#24739,,6.55,353,"35-year-old virgin Gihyeon may not have sex experience, but he's mastered the art of masturbation. But when he ends up in the afterlife due to an accident, he's taken straight to hell for all the times he's jacked his joystick. When he begs for another chance, the Wardens of Hell decide to give him a year-long trial. He's sent to a hotel in the underworld where he must have sex with all the women he's ever jerked off to, as many times as he's gotten pleasure from them! Pop stars, porn actresses, crushes from his teen years... They're all at River Samdo Hotel. And because a huge reward awaits the women who've completed this trial, these busty beauties are ready to get it on. Can Gihyeon handle all these hotties and avoid the flames of hell?!

(Source: Lezhin Comics)",Unknown,"Warren (Art), Gao (Story)","Jul  17, 2020 to Sep  17, 2021"
2729,manhwa,S Flower,92,Finished,Erotica,11,#21168,,6.53,482,"It's Ye-eun's 32nd birthday, but she's not feeling too great. After her lingerie line went out of business, she's been forced to move back to her hometown, a place she thought she'd left for good. Luckily, her best friend knows just the thing to cheer her up: a big, shiny, limited edition dildo. Ye-eun ""breaks it in"" that night, but wakes up the next morning sans dildo. All she's left with are fragments of a hot night of S&M and the muffled moans of a stranger... Who could the mystery man be?

(Source: Lezhin Comics)",Unknown,Jinmi (Story & Art),"Aug  25, 2018 to Oct  31, 2020"
2730,manhwa,The Baker on the First Floor,66,Finished,"Love,Drama,Erotica",2,#19265,,6.52,575,"Sun Hwa is a BL artist using his room as a secret base to draw his work. One day, he gets caught working on his comic by a handsome blond man. Later, he finds out that this man is the new baker on the first floor. But there's just more to this man than simply his looks.

(Source: Lezhin Comics)",Unknown,GyaGa (Story & Art),"Jul  28, 2016 to Oct  26, 2017"
2731,manhwa,Following Namsoo to the Bathhouse,45,Finished,"Love,Comedy,Erotica",1,#25669,,6.5,326,"Minjae's days are spent in the office getting chewed out by his boss. And at night, he spends a good amount of time in front of his computer watching videos, vigorously. Things take a turn when he meets a stranger on the bus. The words ""tall,"" ""handsome,"" and ""beefcake"" come to mind, but Minjae focuses on two things: the scent of soap and a wandering thumb. Stranger still, he follows him to a bathhouse where ""beefcake"" offers him a full-body scrub. What could possibly go wrong?

(Source: Lezhin Comics)",Unknown,Oi Binu (Story & Art),"Apr  3, 2017 to Aug  4, 2018"
2732,manhwa,Jinx,Unknown,Publishing,"Love,Erotica",37,#5216,,6.5,"3,461","Physical therapist Dan Kim has been down on his luck for as long as he can remember. Between an ailing grandmother, menacing loan sharks, and an old boss making it almost impossible for him to find work, Dan is truly running out of options. Naturally, it feels like a dream come true when he's finally hired to treat top-paid MMA fighter Jaekyung Joo, especially when the man then calls him out for a treatment the night before a match with an oh-so-tantalizing offer of five thousand dollars. He claims to have a ""jinx"" in need of a particular type of ""treatment,"" but it's one that Dan isn't quite prepared to offer... You see, Jaekyung may be a beast in the ring, but he's even rougher in the bedroom, and Dan's not sure he can survive Jaekyung at his most primal. Nevertheless, the promise of much-needed cash has Dan agreeing to this ill-fated deal... Could a night together be the thing to help Jaekyung break this jinx once and for all?

(Source: Lezhin Entertainment)",Unknown,Mingwa (Story & Art),"Nov  25, 2022 to ?"
2733,manhwa,Mind Flow,2,Finished,"Love,Erotica",0,#21252,,6.49,478,"Haesoo has been dating a married man for two years now.
But when he's blackmailed by a guy his lover's wife hired,
he makes a rather creative decision to solve the problem. 

(Source: Netcomics)",1,S-kun (Story & Art),"Dec  3, 2008"
