,Video Id,Category,CategoryId,channelTitle,title,publishedAt,description,viewCount,likeCount,commentCount,duration
10,eGCPDC69Y6c,Movies,30,YouTube Movies,殺神John Wick 2,2017-09-12T16:26:30Z,退隱江湖的「殺神」John Wick（奇洛李維斯 飾），因昔日欠下的殺手債，被威逼出山，前往羅馬再次踏上殺戮之路。但直到陷入瘋狂槍戰，他才驚覺被人設局陷害，更瞬間成為全球殺手的頭號獵物。面對潛伏在城中各個角落的敵人，殺神無法不出盡渾身解數，用子彈復仇，槍槍爆頭；實行見萬個，殺萬個！© 2017 Summit Entertainment LLC. All Rights Reserved.,,806,25,PT2H2M31S
11,UeTJnkCfBFQ,Movies,30,YouTube Movies,家有囍事,2016-10-13T00:09:12Z,常家三兄弟與父母同住在祖產大屋中。老大常滿為一有家庭有事業之成功人士，其妻程氏因多年來穩定的婚姻生活而外表變得不修邊幅，故常滿在外找了一個情婦（Sheila）。常滿因一次約會後酒醉，Sheila送他回家時被大嫂發現，大嫂一怒之下出走。老二常騷為一偏向女性化之男子，常與偏向男性化之梁無雙鬥氣，鬧出不少笑話。老三常歡為一電台DJ，他只著重得到異性的肉體，從來不明白什麼叫真愛。一天，何里玉致電到他主持的節目，相見以後認為跟她心目中的常歡有很大差距故失望而回，但此行動卻激起常歡想得到她的肉體的慾望。,,934,42,PT1H40M9S
12,_B9dD0pK8Cw,Movies,30,YouTube Movies,Just Go With It,2013-12-12T01:57:40Z,"Danny (Adam Sandler) is a successful plastic surgeon who pretends to be unhappily married to get women. When he finally meets a girl (Brooklyn Decker) he believes to be the woman of his dreams, he doesn't use his method on her, but she soon finds the wedding band he uses. Afraid of telling her the truth, he tells her he's getting a divorce, to which she requests to meet his soon-to-be ex. He asks his office manager Katherine (Jennifer Aniston) to pose as his wife in order to prove his story, but one lie turns into another that brings Katherine's children into his scheme, resulting in a trip to Hawaii that will change all their lives. MPAA Rating: PG-13  © 2011 Columbia Pictures Industries, Inc. All Rights Reserved.",,1125,43,PT1H56M32S
13,gOphrHN4Enw,Movies,30,YouTube Movies,Mission: Impossible III,2013-12-06T23:50:44Z,"This is Mission: Impossible...like you've never seen it before! Tom Cruise stars as Ethan Hunt in this pulse-pounding thrill ride directed by J.J. Abrahms (Lost, Alias). Lured back into action by his agency superiors (Laurence Fishburne and Billy Crudup), Ethan faces his deadliest adversary yet - a sadistic weapons dealer named Owen Davian (Oscar® winner Phillip Seymour Hoffman). With the support of his IMF team (Ving Rhames, Jonathan Rhys Meyers and Maggie Q), Ethan leaps into spectacular adventure from Rome to Shanghai as he races to rescue a captured agent (Keri Russell) and stop Davian from eliminating his next target: Ethan's wife, Julia (Michelle Monaghan).",,1107,41,PT2H5M23S
14,-r45mZX-_mw,Movies,30,YouTube Movies,拆彈專家,2017-07-18T01:32:00Z,章在山（劉德華飾）是「爆炸品處理課」(EOD –Explosive Ordnance Disposal Bureau)的一名高級督察。七年前，他作為臥底探員潛伏到頭號通緝犯火爆（洪繼鵬）（姜武飾）的犯罪團夥中， 成功瓦解火爆的集團共拘捕了阿標（火爆的弟弟）（王紫逸飾）和幾個劫匪。可是，火爆卻逃脫並揚言必定會回來報仇。七年後，火爆開始了他的復仇計劃，接連不斷的炸彈驚魂，使全香港市民人心惶惶。為維持法紀，必須將火爆繩之於法，章在山將自己的生命豁出去，和火爆決一死戰…… © 2017 寰宇娛樂有限公司/ 夢造者娛樂有限公司版權所有,,420,27,PT1H58M20S
15,jVNKVh2l4Q0,Movies,30,YouTube Movies,Krampus,2016-02-24T18:00:02Z,"When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas. Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers. All hell breaks loose as beloved holiday icons take on a monstrous life of their own, laying siege to the fractured family’s home and forcing them to fight for each other if they hope to survive. Featuring an ensemble cast that includes Adam Scott (TV’s Parks and Recreation), Toni Collette (Little Miss Sunshine), Allison Tolman (TV’s Fargo) and David Koechner (Anchorman). (Original Title - Krampus) - 2015 Universal Studios. All Rights Reserved.",,2978,,PT1H37M42S
16,kFcfWpI3Ajk,Movies,30,YouTube Movies,樹大招風,2017-01-14T16:00:35Z,空穴來風，未必無因。1997年初，卓子強、葉國歡、季正雄互不相識，卻恰巧在同一家酒樓出現。此後，江湖上便風聲四起：香港犯罪史上最惡名昭彰的三大賊王，正密謀合作，做一件驚天大案！眾人都以為他們要趁回歸前，成就犯罪界的最後輝煌。殊不知，身為主角的三人卻懵然不知……卓子強剛剛綁架富豪的兒子，不動刀槍卻成功勒索了數十億的天價贖金，犯罪事業已臻頂峰。不斷尋求挑戰的他已難再突破，卻無意中聽見了傳聞。本來只是一笑置之，卻漸被這個想法吸引，為實現無中生有的驚天合作而不能自拔。想法慢慢變成痴迷，令他甘冒極大風險，也要把隱秘的葉國歡、季正雄找出來…… 一幕警匪槍戰，葉國歡憑籍強大火力壓制警方包圍，亡命天涯，震動全城。面對天羅地網的封殺，他只能另謀發財大計，走私水貨電器。昔日八面威風，如今卻要卑躬屈膝，攏絡高官。生意財源滾滾，他卻在不斷壓抑自己。風聲傳來，沒多久便引爆了內心的嗔怒，毅然放棄一切，重拾槍杆，要與卓子強會合…… 行事低調、小心謹慎是季正雄的屏障，作案規模雖然遠不及其餘二人，但多次行劫警方對他仍是一無所知。小規模的行劫對他來說已是熟能生巧，風險甚微，但利潤也不多。謠言傳至，他雖知道三人合作利益必然豐厚，但起初仍克制自己，選擇無視。可是貪慾已被勾起，一向極為謹慎的他也開始動搖…… 子虛烏有的謠言，竟漸漸成真！表面上，彷彿是傳聞令他們走在一起；然而，卻更像是他們三人在各自的性格、慾望驅使下衍生的必然結局。樹大招風，本已全城矚目的三人漸行漸近，所謂的世紀合作，更似在引火燒身…… 是偶然，還是必然？,,294,17,PT1H37M26S
17,mzgtZjvPuZY,Movies,30,YouTube Movies,五個小孩的校長,2015-10-08T12:04:37Z,"呂慧紅(楊千嬅 飾)校長帶著忐忑的心情提早退休，結束在名校的幼兒教學生涯。在旁人眼中，是為了一圓與在博物館當設計師的丈夫阿東(古天樂 飾)一起去環遊世界的夢想，其實卻為逃避自己冷卻了的教育熱情及理想。此時，慧紅看到一所幼稚園以極低薪聘請校長兼校工的廣告，這間只有五位貧窮學生的學校，若沒有新校長，將被迫關閉，那五位學生便頓時失去唯一讀書的機會了。慧紅對此耿耿於懷…最後，慧紅決定應徵，只想在學期完結前為他們找更好的學校，再與東實現夢想。開學前，她偷偷探望那五位小朋友--小雪、嘉嘉、珠珠、南亞裔姊妹Kitty和 Jennie，從最初，她們極度抗拒陌生人到後來手牽著手，眼神充滿期待地迎接校長。那五雙震撼著她心靈的小眼睛，重燃慧紅對教學的使命感及熱情，她亦漸漸了解小孩各自背後的故事。除了教學，她更要親自修繕校舍、洗厠所、做校車司機，為貧窮家長解難後也要受盡嘲笑和白眼。但憑著一份傻勁，她把困難都克服過來。慢慢慧紅愛上了這裡，瞞著東決心獨力把學校辦下去… 東發現慧紅私下繼續辦學，二人陷入冷戰，同時學校又無法成功收取新生, 一切迫在眉睫，慧紅的壓力己到達頂點，終於崩潰暈倒了… 慧紅抱病重回校舍出席畢業禮，看見這班曾一起共渡甘苦的小孩，準備好一切要向校長致謝。慧紅的堅持到底最終贏得支持，她對教育的熱誠及抱負並沒有隨著五位小孩的畢業而完結，反而感染了更多的人。 © 2015 寰宇娛樂有限公司版權所有",,746,55,PT1H52M29S
18,EdDr839uWRU,Movies,30,YouTube Movies,回魂夜,2015-02-06T23:36:12Z,喜劇巨星周星馳在巔峰時期，一部破格之作。導演劉鎮偉和周星馳合作的喜劇電影，都是充滿實驗性和談不盡的話題，《回魂夜》肆無忌憚大搞黑色幽默，周星馳飾演捉鬼專家，訓練捉鬼敢死隊，以糞便訓練隊員的勇氣，以摧殘肢體大開暴力玩笑，每個場面，直接挑戰觀眾的幽默界線，是集恐怖、惹笑、動作、特技、超現實於一身的黑色喜劇。最為人爭議是周星馳奇蹟地飛天逃過大難，最後神經錯亂，關進瘋人院，結局耐人尋味。,,420,0,PT1H19M28S
19,-xuse4XYKZo,Movies,30,YouTube Movies,西遊記大結局之仙履奇緣,2017-07-25T22:45:50Z,至尊寶為救愛人白晶晶，利用月光寶盒希望可以改變過去，但卻回到五百年前，遇到佛祖座前燈芯所化身的紫霞，二人結下情緣。牛魔王誤認至尊寶為孫悟空，與唐三藏、豬八戒、沙僧等一起囚禁起來。 原來當時的孫悟空出賣師父，而且將與牛魔王的妹妹成親。 另一方面至尊寶欺騙紫霞，如果取回月光寶盒便會與她逃走。 可是至尊寶逃至盤絲洞時皇遇五百年前的白晶晶，這時春三十娘來到追殺白晶晶並把其他山賊殺死，至尊寶目睹一切後於於覺悟，並帶上金光圈及金光棒重回凡間…,,526,39,PT1H39M31S
