,artist_name,popularity,followers,artist_link,genres,top_track,top_track_album,top_track_popularity,top_track_release_date,top_track_duration_ms,top_track_explicit,top_track_album_link,top_track_link
88,lobonabeat!,33,7172,https://open.spotify.com/artist/3gg70JN79TXhAqklizHOva,"['k-rap', 'korean underground rap']",Birthday (Feat. BILL STAX),Trapstar Lifestyle,36,2023-03-10,163480,False,https://open.spotify.com/album/45MJvGUTE2xSbFbeAvkFiY,https://open.spotify.com/track/35X5q2bFUZZVamlN1UShUx
89,SILKYBOIS,31,14091,https://open.spotify.com/artist/19e5d7VkNQCFklPG8Iqdy5,"['k-rap', 'korean drill', 'korean trap']",BOMAYE,BOMAYE,43,2021-05-30,192115,True,https://open.spotify.com/album/3n5tM4HApds5JZ0FHipEq7,https://open.spotify.com/track/1iM1dvbYP32cQqkhGfwIgm
90,VINXEN,36,73980,https://open.spotify.com/artist/4T6xiCykTP9rCNaEPU7D4q,"['k-rap', 'korean r&b']",Bar Code (Prod. GroovyRoom),School Rapper 2 Team-Battle Part 3,43,2018-03-31,222898,False,https://open.spotify.com/album/5gzRcFZt1zI7Vpxq3N14vL,https://open.spotify.com/track/0el9gNyGpY6xGwOkPwKsPR
91,Onestar,37,30555,https://open.spotify.com/artist/6EmgTIhhXGtfAmYYTfdtlz,"['k-pop ballad', 'korean pop']",Because I Don't Love You,Because I Don't Love You,48,2023-04-02,223826,False,https://open.spotify.com/album/7LX3cJhfSEBEX8zhw1LrKU,https://open.spotify.com/track/5mdl3TlXrImNPrIo3aO70q
92,Naul,37,72179,https://open.spotify.com/artist/22oiFjlZPKJ1XphV2et1u1,"['korean city pop', 'korean pop']",Memory Of The Wind,Principle Of My Soul,54,2012-09-20,308186,False,https://open.spotify.com/album/2nrbL5Wk9xMl9Vuhwze6K4,https://open.spotify.com/track/1uMLtqpe8beA6fPy3ApJcJ
93,OVAN,39,79842,https://open.spotify.com/artist/4FuRHFtCeoYaeeVDKyyvbS,"['k-rap', 'korean r&b']",I Need You,I Need You,48,2020-03-06,230769,False,https://open.spotify.com/album/7mK5XiyP5mVI5LExHJTJ9E,https://open.spotify.com/track/2dp0SokB0wxNlLcR0J547q
94,Lim Changjung,36,120786,https://open.spotify.com/artist/4dB2XmMpzPxsMRnt62TbF5,['korean pop'],Soju Hanjan,Bye,46,2002-04-26,290960,False,https://open.spotify.com/album/6IcBFF3yXklWuA44of4ATg,https://open.spotify.com/track/10if3nqm7OS7qrV45v9GOg
95,Gwangil Jo,37,43985,https://open.spotify.com/artist/49cCO8Hy5heGnXj9hb6KEW,"['k-rap', 'korean underground rap']",Wake Up (Prod. CODE KUNST),Show Me The Money 10 Episode 1,50,2021-11-06,370533,False,https://open.spotify.com/album/57an88yn23zGQ4rmor7tkX,https://open.spotify.com/track/3ijq6sRH7PgRabMb83VvQO
96,Lim Jae Hyun,34,34393,https://open.spotify.com/artist/3GXxRsiCLmZvM5oSeHbNdO,"['k-pop ballad', 'korean pop']",If there was practice in love,If there was practice in love,47,2018-09-25,255882,False,https://open.spotify.com/album/4gsKPC03bkp8pcZwUi6kgR,https://open.spotify.com/track/4eyBiwsaGBRCjACGZKZsf7
97,Ahn Ye Eun,41,51233,https://open.spotify.com/artist/0qQQYIK5Sxnzt72fGyTcvs,"['joseon pop', 'korean singer-songwriter']",Night Flower,Night Flower OST,57,2021-08-28,264280,False,https://open.spotify.com/album/2WM0bLkSwYA22cpy3tH8WG,https://open.spotify.com/track/0CAWevK0VMgjnUas8aARLd
